AR, 2018, kidney, 1099, num, deceased
AM, 2017, heart, 0, num, deceased
AM, 2017, lung, 0, num, deceased
AM, 2017, heart/lung, -, num, deceased
AM, 2017, kidney, 0, pmp, deceased
AM, 2017, liver, 0, pmp, deceased
AM, 2017, pancreas, 0, pmp, deceased
AM, 2017, heart, 0, pmp, deceased
AM, 2017, lung, 0, pmp, deceased
AM, 2017, heart/lung, -, pmp, deceased
AM, 2017, kidney, 11, num, living
AM, 2017, liver, 0, num, living
AM, 2017, pancreas, -, num, living
AM, 2017, heart, -, num, living
AM, 2017, lung, -, num, living
AM, 2017, heart/lung, -, num, living
AM, 2017, kidney, 3.79, pmp, living
AM, 2017, liver, 0, pmp, living
AM, 2017, pancreas, -, pmp, living
AM, 2017, heart, -, pmp, living
AM, 2017, lung, -, pmp, living
AM, 2017, heart/lung, -, pmp, living
AM, 2017, kidney, 0, num, deceased
AM, 2017, liver, 0, num, deceased
AM, 2017, pancreas, 0, num, deceased
AM, 2017, heart, 0, num, deceased
AM, 2017, lung, 0, num, deceased
AM, 2017, heart/lung, -, num, deceased
AM, 2017, kidney, 0, pmp, deceased
AM, 2017, liver, 0, pmp, deceased
AM, 2017, pancreas, 0, pmp, deceased
AM, 2017, heart, 0, pmp, deceased
AM, 2017, lung, 0, pmp, deceased
AM, 2017, heart/lung, -, pmp, deceased
AM, 2017, kidney, 11, num, living
AM, 2017, liver, 0, num, living
AM, 2017, pancreas, -, num, living
AM, 2017, heart, -, num, living
AM, 2017, lung, -, num, living
AM, 2017, heart/lung, -, num, living
AM, 2017, kidney, 3.79, pmp, living
AM, 2017, liver, 0, pmp, living
AM, 2017, pancreas, -, pmp, living
AM, 2017, heart, -, pmp, living
AM, 2017, lung, -, pmp, living
AM, 2017, heart/lung, -, pmp, living
AM, 2017, kidney, 0, num, deceased
AM, 2017, liver, 0, num, deceased
AM, 2017, pancreas, 0, num, deceased
AM, 2017, heart, 0, num, deceased
AM, 2017, lung, 0, num, deceased
AM, 2017, heart/lung, -, num, deceased
AM, 2017, kidney, 0, pmp, deceased
AM, 2017, liver, 0, pmp, deceased
AM, 2017, pancreas, 0, pmp, deceased
AM, 2017, heart, 0, pmp, deceased
AM, 2017, lung, 0, pmp, deceased
AM, 2017, heart/lung, -, pmp, deceased
AM, 2017, kidney, 11, num, living
AM, 2017, liver, 0, num, living
AM, 2017, pancreas, -, num, living
AM, 2017, heart, -, num, living
AM, 2017, lung, -, num, living
AM, 2017, heart/lung, -, num, living
AM, 2017, kidney, 3.79, pmp, living
AM, 2017, liver, 0, pmp, living
AM, 2017, pancreas, -, pmp, living
AM, 2017, heart, -, pmp, living
AM, 2017, lung, -, pmp, living
AM, 2017, heart/lung, -, pmp, living
AM, 2017, kidney, 0, num, deceased
AM, 2017, liver, 0, num, deceased
AM, 2017, pancreas, 0, num, deceased
AM, 2017, heart, 0, num, deceased
AM, 2017, lung, 0, num, deceased
AM, 2017, heart/lung, -, num, deceased
AM, 2017, kidney, 0, pmp, deceased
AM, 2017, liver, 0, pmp, deceased
AM, 2017, pancreas, 0, pmp, deceased
AM, 2017, heart, 0, pmp, deceased
AM, 2017, lung, 0, pmp, deceased
AM, 2017, heart/lung, -, pmp, deceased
AM, 2017, kidney, 11, num, living
AM, 2017, liver, 0, num, living
AM, 2017, pancreas, -, num, living
AM, 2017, heart, -, num, living
AM, 2017, lung, -, num, living
AM, 2017, heart/lung, -, num, living
AM, 2017, kidney, 3.79, pmp, living
AM, 2017, liver, 0, pmp, living
AM, 2017, pancreas, -, pmp, living
AM, 2017, heart, -, pmp, living
AM, 2017, lung, -, pmp, living
AM, 2017, heart/lung, -, pmp, living
AM, 2017, kidney, 0, num, deceased
AM, 2017, liver, 0, num, deceased
AM, 2017, pancreas, 0, num, deceased
AM, 2017, heart, 0, num, deceased
AM, 2017, lung, 0, num, deceased
AM, 2017, heart/lung, -, num, deceased
AM, 2017, kidney, 0, pmp, deceased
AM, 2017, liver, 0, pmp, deceased
AM, 2017, pancreas, 0, pmp, deceased
AM, 2017, heart, 0, pmp, deceased
AM, 2017, lung, 0, pmp, deceased
AM, 2017, heart/lung, -, pmp, deceased
AM, 2017, kidney, 11, num, living
AM, 2017, liver, 0, num, living
AM, 2017, pancreas, -, num, living
AM, 2017, heart, -, num, living
AM, 2017, lung, -, num, living
AM, 2017, heart/lung, -, num, living
AM, 2017, kidney, 3.79, pmp, living
AM, 2017, liver, 0, pmp, living
AM, 2017, pancreas, -, pmp, living
AM, 2017, heart, -, pmp, living
AM, 2017, lung, -, pmp, living
AM, 2017, heart/lung, -, pmp, living
AM, 2017, kidney, 0, num, deceased
AM, 2017, liver, 0, num, deceased
AM, 2017, pancreas, 0, num, deceased
AM, 2017, heart, 0, num, deceased
AM, 2017, lung, 0, num, deceased
AM, 2017, heart/lung, -, num, deceased
AM, 2017, kidney, 0, pmp, deceased
AM, 2017, liver, 0, pmp, deceased
AM, 2017, pancreas, 0, pmp, deceased
AM, 2017, heart, 0, pmp, deceased
AM, 2017, lung, 0, pmp, deceased
AM, 2017, heart/lung, -, pmp, deceased
AM, 2017, kidney, 11, num, living
AM, 2017, liver, 0, num, living
AM, 2017, pancreas, -, num, living
AM, 2017, heart, -, num, living
AM, 2017, lung, -, num, living
AM, 2017, heart/lung, -, num, living
AM, 2017, kidney, 3.79, pmp, living
AM, 2017, liver, 0, pmp, living
AM, 2017, pancreas, -, pmp, living
AM, 2017, heart, -, pmp, living
AM, 2017, lung, -, pmp, living
AM, 2017, heart/lung, -, pmp, living
AM, 2017, kidney, 0, num, deceased
AM, 2017, liver, 0, num, deceased
AM, 2017, pancreas, 0, num, deceased
AM, 2017, heart, 0, num, deceased
AM, 2017, lung, 0, num, deceased
AM, 2017, heart/lung, -, num, deceased
AM, 2017, kidney, 0, pmp, deceased
AM, 2017, liver, 0, pmp, deceased
AM, 2017, pancreas, 0, pmp, deceased
AM, 2017, heart, 0, pmp, deceased
AM, 2017, lung, 0, pmp, deceased
AM, 2017, heart/lung, -, pmp, deceased
AM, 2017, kidney, 11, num, living
AM, 2017, liver, 0, num, living
AM, 2017, pancreas, -, num, living
AM, 2017, heart, -, num, living
AM, 2017, lung, -, num, living
AM, 2017, heart/lung, -, num, living
AM, 2017, kidney, 3.79, pmp, living
AM, 2017, liver, 0, pmp, living
AM, 2017, pancreas, -, pmp, living
AM, 2017, heart, -, pmp, living
AM, 2017, lung, -, pmp, living
AM, 2017, heart/lung, -, pmp, living
AM, 2017, kidney, 0, num, deceased
AM, 2017, liver, 0, num, deceased
AM, 2017, pancreas, 0, num, deceased
AM, 2017, heart, 0, num, deceased
AM, 2017, lung, 0, num, deceased
AM, 2017, heart/lung, -, num, deceased
AM, 2017, kidney, 0, pmp, deceased
AM, 2017, liver, 0, pmp, deceased
AM, 2017, pancreas, 0, pmp, deceased
AM, 2017, heart, 0, pmp, deceased
AM, 2017, lung, 0, pmp, deceased
AM, 2017, heart/lung, -, pmp, deceased
AM, 2017, kidney, 11, num, living
AM, 2017, liver, 0, num, living
AM, 2017, pancreas, -, num, living
AM, 2017, heart, -, num, living
AM, 2017, lung, -, num, living
AM, 2017, heart/lung, -, num, living
AM, 2017, kidney, 3.79, pmp, living
AM, 2017, liver, 0, pmp, living
AM, 2017, pancreas, -, pmp, living
AM, 2017, heart, -, pmp, living
AM, 2017, lung, -, pmp, living
AM, 2017, heart/lung, -, pmp, living
AM, 2017, kidney, 0, num, deceased
AM, 2017, liver, 0, num, deceased
AM, 2017, pancreas, 0, num, deceased
AM, 2017, heart, 0, num, deceased
AM, 2017, lung, 0, num, deceased
AM, 2017, heart/lung, -, num, deceased
AM, 2017, kidney, 0, pmp, deceased
AM, 2017, liver, 0, pmp, deceased
AM, 2017, pancreas, 0, pmp, deceased
AM, 2017, heart, 0, pmp, deceased
AM, 2017, lung, 0, pmp, deceased
AM, 2017, heart/lung, -, pmp, deceased
AM, 2017, kidney, 11, num, living
AM, 2017, liver, 0, num, living
AM, 2017, pancreas, -, num, living
AM, 2017, heart, -, num, living
AM, 2017, lung, -, num, living
AM, 2017, heart/lung, -, num, living
AM, 2017, kidney, 3.79, pmp, living
AM, 2017, liver, 0, pmp, living
AM, 2017, pancreas, -, pmp, living
AM, 2017, heart, -, pmp, living
AM, 2017, lung, -, pmp, living
AM, 2017, heart/lung, -, pmp, living
AM, 2017, kidney, 0, num, deceased
AM, 2017, liver, 0, num, deceased
AM, 2017, pancreas, 0, num, deceased
AM, 2017, heart, 0, num, deceased
AM, 2017, lung, 0, num, deceased
AM, 2017, heart/lung, -, num, deceased
AM, 2017, kidney, 0, pmp, deceased
AM, 2017, liver, 0, pmp, deceased
AM, 2017, pancreas, 0, pmp, deceased
AM, 2017, heart, 0, pmp, deceased
AM, 2017, lung, 0, pmp, deceased
AM, 2017, heart/lung, -, pmp, deceased
AM, 2017, kidney, 11, num, living
AM, 2017, liver, 0, num, living
AM, 2017, pancreas, -, num, living
AM, 2017, heart, -, num, living
AM, 2017, lung, -, num, living
AM, 2017, heart/lung, -, num, living
AM, 2017, kidney, 3.79, pmp, living
AM, 2017, liver, 0, pmp, living
AM, 2017, pancreas, -, pmp, living
AM, 2017, heart, -, pmp, living
AM, 2017, lung, -, pmp, living
AM, 2017, heart/lung, -, pmp, living
AM, 2017, kidney, 0, num, deceased
AM, 2017, liver, 0, num, deceased
AM, 2017, pancreas, 0, num, deceased
AM, 2017, heart, 0, num, deceased
AM, 2017, lung, 0, num, deceased
AM, 2017, heart/lung, -, num, deceased
AM, 2017, kidney, 0, pmp, deceased
AM, 2017, liver, 0, pmp, deceased
AM, 2017, pancreas, 0, pmp, deceased
AM, 2017, heart, 0, pmp, deceased
AM, 2017, lung, 0, pmp, deceased
AM, 2017, heart/lung, -, pmp, deceased
AM, 2017, kidney, 11, num, living
AM, 2017, liver, 0, num, living
AM, 2017, pancreas, -, num, living
AM, 2017, heart, -, num, living
AM, 2017, lung, -, num, living
AM, 2017, heart/lung, -, num, living
AM, 2017, kidney, 3.79, pmp, living
AM, 2017, liver, 0, pmp, living
AM, 2017, pancreas, -, pmp, living
AM, 2017, heart, -, pmp, living
AM, 2017, lung, -, pmp, living
AM, 2017, heart/lung, -, pmp, living
AM, 2017, kidney, 0, num, deceased
AM, 2017, liver, 0, num, deceased
AM, 2017, pancreas, 0, num, deceased
AM, 2017, heart, 0, num, deceased
AM, 2017, lung, 0, num, deceased
AM, 2017, heart/lung, -, num, deceased
AM, 2017, kidney, 0, pmp, deceased
AM, 2017, liver, 0, pmp, deceased
AM, 2017, pancreas, 0, pmp, deceased
AM, 2017, heart, 0, pmp, deceased
AM, 2017, lung, 0, pmp, deceased
AM, 2017, heart/lung, -, pmp, deceased
AM, 2017, kidney, 11, num, living
AM, 2017, liver, 0, num, living
AM, 2017, pancreas, -, num, living
AM, 2017, heart, -, num, living
AM, 2017, lung, -, num, living
AM, 2017, heart/lung, -, num, living
AM, 2017, kidney, 3.79, pmp, living
AM, 2017, liver, 0, pmp, living
AM, 2017, pancreas, -, pmp, living
AM, 2017, heart, -, pmp, living
AM, 2017, lung, -, pmp, living
AM, 2017, heart/lung, -, pmp, living
AM, 2017, kidney, 0, num, deceased
AM, 2017, liver, 0, num, deceased
AM, 2017, pancreas, 0, num, deceased
AM, 2017, heart, 0, num, deceased
AM, 2017, lung, 0, num, deceased
AM, 2017, heart/lung, -, num, deceased
AM, 2017, kidney, 0, pmp, deceased
AM, 2017, liver, 0, pmp, deceased
AM, 2017, pancreas, 0, pmp, deceased
AM, 2017, heart, 0, pmp, deceased
AM, 2017, lung, 0, pmp, deceased
AM, 2017, heart/lung, -, pmp, deceased
AM, 2017, kidney, 11, num, living
AM, 2017, liver, 0, num, living
AM, 2017, pancreas, -, num, living
AM, 2017, heart, -, num, living
AM, 2017, lung, -, num, living
AM, 2017, heart/lung, -, num, living
AM, 2017, kidney, 3.79, pmp, living
AM, 2017, liver, 0, pmp, living
AM, 2017, pancreas, -, pmp, living
AM, 2017, heart, -, pmp, living
AM, 2017, lung, -, pmp, living
AM, 2017, heart/lung, -, pmp, living
AM, 2017, kidney, 0, num, deceased
AM, 2017, liver, 0, num, deceased
AM, 2017, pancreas, 0, num, deceased
AM, 2017, heart, 0, num, deceased
AM, 2017, lung, 0, num, deceased
AM, 2017, heart/lung, -, num, deceased
AM, 2017, kidney, 0, pmp, deceased
AM, 2017, liver, 0, pmp, deceased
AM, 2017, pancreas, 0, pmp, deceased
AM, 2017, heart, 0, pmp, deceased
AM, 2017, lung, 0, pmp, deceased
AM, 2017, heart/lung, -, pmp, deceased
AM, 2017, kidney, 11, num, living
AM, 2017, liver, 0, num, living
AM, 2017, pancreas, -, num, living
AM, 2017, heart, -, num, living
AM, 2017, lung, -, num, living
AM, 2017, heart/lung, -, num, living
AM, 2017, kidney, 3.79, pmp, living
AM, 2017, liver, 0, pmp, living
AM, 2017, pancreas, -, pmp, living
AM, 2017, heart, -, pmp, living
AM, 2017, lung, -, pmp, living
AM, 2017, heart/lung, -, pmp, living
AM, 2017, kidney, 0, num, deceased
AM, 2017, liver, 0, num, deceased
AM, 2017, pancreas, 0, num, deceased
AM, 2017, heart, 0, num, deceased
AM, 2017, lung, 0, num, deceased
AM, 2017, heart/lung, -, num, deceased
AM, 2017, kidney, 0, pmp, deceased
AM, 2017, liver, 0, pmp, deceased
AM, 2017, pancreas, 0, pmp, deceased
AM, 2017, heart, 0, pmp, deceased
AM, 2017, lung, 0, pmp, deceased
AM, 2017, heart/lung, -, pmp, deceased
AM, 2017, kidney, 11, num, living
AM, 2017, liver, 0, num, living
AM, 2017, pancreas, -, num, living
AM, 2017, heart, -, num, living
AM, 2017, lung, -, num, living
AM, 2017, heart/lung, -, num, living
AM, 2017, kidney, 3.79, pmp, living
AM, 2017, liver, 0, pmp, living
AM, 2017, pancreas, -, pmp, living
AM, 2017, heart, -, pmp, living
AM, 2017, lung, -, pmp, living
AM, 2017, heart/lung, -, pmp, living
AM, 2017, kidney, 0, num, deceased
AM, 2017, liver, 0, num, deceased
AM, 2017, pancreas, 0, num, deceased
AM, 2017, heart, 0, num, deceased
AM, 2017, lung, 0, num, deceased
AM, 2017, heart/lung, -, num, deceased
AM, 2017, kidney, 0, pmp, deceased
AM, 2017, liver, 0, pmp, deceased
AM, 2017, pancreas, 0, pmp, deceased
AM, 2017, heart, 0, pmp, deceased
AM, 2017, lung, 0, pmp, deceased
AM, 2017, heart/lung, -, pmp, deceased
AM, 2017, kidney, 11, num, living
AM, 2017, liver, 0, num, living
AM, 2017, pancreas, -, num, living
AM, 2017, heart, -, num, living
AM, 2017, lung, -, num, living
AM, 2017, heart/lung, -, num, living
AM, 2017, kidney, 3.79, pmp, living
AM, 2017, liver, 0, pmp, living
AM, 2017, pancreas, -, pmp, living
AM, 2017, heart, -, pmp, living
AM, 2017, lung, -, pmp, living
AM, 2017, heart/lung, -, pmp, living
AM, 2012, kidney, 0, num, deceased
AM, 2012, liver, 0, num, deceased
AM, 2012, pancreas, 0, num, deceased
AM, 2012, heart, 0, num, deceased
AM, 2012, lung, 0, num, deceased
AM, 2012, heart/lung, -, num, deceased
AM, 2012, kidney, 0, pmp, deceased
AM, 2012, liver, 0, pmp, deceased
AM, 2012, pancreas, 0, pmp, deceased
AM, 2012, heart, 0, pmp, deceased
AM, 2012, lung, 0, pmp, deceased
AM, 2012, heart/lung, -, pmp, deceased
AM, 2012, kidney, 9, num, living
AM, 2012, liver, 0, num, living
AM, 2012, pancreas, -, num, living
AM, 2012, heart, -, num, living
AM, 2012, lung, -, num, living
AM, 2012, heart/lung, -, num, living
AM, 2012, kidney, 3.30, pmp, living
AM, 2012, liver, 0, pmp, living
AM, 2012, pancreas, -, pmp, living
AM, 2012, heart, -, pmp, living
AM, 2012, lung, -, pmp, living
AM, 2012, heart/lung, -, pmp, living
AM, 2017, kidney, 0, num, deceased
AM, 2017, liver, 0, num, deceased
AM, 2017, pancreas, 0, num, deceased
AM, 2017, heart, 0, num, deceased
AM, 2017, lung, 0, num, deceased
AM, 2017, heart/lung, -, num, deceased
AM, 2017, kidney, 0, pmp, deceased
AM, 2017, liver, 0, pmp, deceased
AM, 2017, pancreas, 0, pmp, deceased
AM, 2017, heart, 0, pmp, deceased
AM, 2017, lung, 0, pmp, deceased
AM, 2017, heart/lung, -, pmp, deceased
AM, 2017, kidney, 11, num, living
AM, 2017, liver, 0, num, living
AM, 2017, pancreas, -, num, living
AM, 2017, heart, -, num, living
AM, 2017, lung, -, num, living
AM, 2017, heart/lung, -, num, living
AM, 2017, kidney, 3.79, pmp, living
AM, 2017, liver, 0, pmp, living
AM, 2017, pancreas, -, pmp, living
AM, 2017, heart, -, pmp, living
AM, 2017, lung, -, pmp, living
AM, 2017, heart/lung, -, pmp, living
AM, 2017, kidney, 0, num, deceased
AM, 2017, liver, 0, num, deceased
AM, 2017, pancreas, 0, num, deceased
AM, 2017, heart, 0, num, deceased
AM, 2017, lung, 0, num, deceased
AM, 2017, heart/lung, -, num, deceased
AM, 2017, kidney, 0, pmp, deceased
AM, 2017, liver, 0, pmp, deceased
AM, 2017, pancreas, 0, pmp, deceased
AM, 2017, heart, 0, pmp, deceased
AM, 2017, lung, 0, pmp, deceased
AM, 2017, heart/lung, -, pmp, deceased
AM, 2017, kidney, 11, num, living
AM, 2017, liver, 0, num, living
AM, 2017, pancreas, -, num, living
AM, 2017, heart, -, num, living
AM, 2017, lung, -, num, living
AM, 2017, heart/lung, -, num, living
AM, 2017, kidney, 3.79, pmp, living
AM, 2017, liver, 0, pmp, living
AM, 2017, pancreas, -, pmp, living
AM, 2017, heart, -, pmp, living
AM, 2017, lung, -, pmp, living
AM, 2017, heart/lung, -, pmp, living
AM, 2015, kidney, 6, num, deceased
AM, 2015, liver, 0, num, deceased
AM, 2015, pancreas, 0, num, deceased
AM, 2015, heart, 0, num, deceased
AM, 2015, lung, 0, num, deceased
AM, 2015, heart/lung, -, num, deceased
AM, 2015, kidney, 2, pmp, deceased
AM, 2015, liver, 0, pmp, deceased
AM, 2015, pancreas, 0, pmp, deceased
AM, 2015, heart, 0, pmp, deceased
AM, 2015, lung, 0, pmp, deceased
AM, 2015, heart/lung, -, pmp, deceased
AM, 2015, kidney, 6, num, living
AM, 2015, liver, 0, num, living
AM, 2015, pancreas, -, num, living
AM, 2015, heart, -, num, living
AM, 2015, lung, -, num, living
AM, 2015, heart/lung, -, num, living
AM, 2015, kidney, 2, pmp, living
AM, 2015, liver, 0, pmp, living
AM, 2015, pancreas, -, pmp, living
AM, 2015, heart, -, pmp, living
AM, 2015, lung, -, pmp, living
AM, 2015, heart/lung, -, pmp, living
AM, 2016, kidney, 0, num, deceased
AM, 2016, liver, 0, num, deceased
AM, 2016, pancreas, 0, num, deceased
AM, 2016, heart, 0, num, deceased
AM, 2016, lung, 0, num, deceased
AM, 2016, heart/lung, -, num, deceased
AM, 2016, kidney, 0, pmp, deceased
AM, 2016, liver, 0, pmp, deceased
AM, 2016, pancreas, 0, pmp, deceased
AM, 2016, heart, 0, pmp, deceased
AM, 2016, lung, 0, pmp, deceased
AM, 2016, heart/lung, -, pmp, deceased
AM, 2016, kidney, 7, num, living
AM, 2016, liver, 0, num, living
AM, 2016, pancreas, -, num, living
AM, 2016, heart, -, num, living
AM, 2016, lung, -, num, living
AM, 2016, heart/lung, -, num, living
AM, 2016, kidney, 2.33, pmp, living
AM, 2016, liver, 0, pmp, living
AM, 2016, pancreas, -, pmp, living
AM, 2016, heart, -, pmp, living
AM, 2016, lung, -, pmp, living
AM, 2016, heart/lung, -, pmp, living
AM, 2017, kidney, 0, num, deceased
AM, 2017, liver, 0, num, deceased
AM, 2017, pancreas, 0, num, deceased
AM, 2017, heart, 0, num, deceased
AM, 2017, lung, 0, num, deceased
AM, 2017, heart/lung, -, num, deceased
AM, 2017, kidney, 0, pmp, deceased
AM, 2017, liver, 0, pmp, deceased
AM, 2017, pancreas, 0, pmp, deceased
AM, 2017, heart, 0, pmp, deceased
AM, 2017, lung, 0, pmp, deceased
AM, 2017, heart/lung, -, pmp, deceased
AM, 2017, kidney, 11, num, living
AM, 2017, liver, 0, num, living
AM, 2017, pancreas, -, num, living
AM, 2017, heart, -, num, living
AM, 2017, lung, -, num, living
AM, 2017, heart/lung, -, num, living
AM, 2017, kidney, 3.79, pmp, living
AM, 2017, liver, 0, pmp, living
AM, 2017, pancreas, -, pmp, living
AM, 2017, heart, -, pmp, living
AM, 2017, lung, -, pmp, living
AM, 2017, heart/lung, -, pmp, living
AM, 2017, kidney, 0, num, deceased
AM, 2017, liver, 0, num, deceased
AM, 2017, pancreas, 0, num, deceased
AM, 2017, heart, 0, num, deceased
AM, 2017, lung, 0, num, deceased
AM, 2017, heart/lung, -, num, deceased
AM, 2017, kidney, 0, pmp, deceased
AM, 2017, liver, 0, pmp, deceased
AM, 2017, pancreas, 0, pmp, deceased
AM, 2017, heart, 0, pmp, deceased
AM, 2017, lung, 0, pmp, deceased
AM, 2017, heart/lung, -, pmp, deceased
AM, 2017, kidney, 11, num, living
AM, 2017, liver, 0, num, living
AM, 2017, pancreas, -, num, living
AM, 2017, heart, -, num, living
AM, 2017, lung, -, num, living
AM, 2017, heart/lung, -, num, living
AM, 2017, kidney, 3.79, pmp, living
AM, 2017, liver, 0, pmp, living
AM, 2017, pancreas, -, pmp, living
AM, 2017, heart, -, pmp, living
AM, 2017, lung, -, pmp, living
AM, 2017, heart/lung, -, pmp, living
AU, 1993, kidney, 0, num, deceased
AU, 1993, liver, 0, num, deceased
AU, 1993, pancreas, 0, num, deceased
AU, 1993, heart, 0, num, deceased
AU, 1993, lung, 0, num, deceased
AU, 1993, heart/lung, -, num, deceased
AU, 1993, kidney, 0, pmp, deceased
AU, 1993, liver, 0, pmp, deceased
AU, 1993, pancreas, 0, pmp, deceased
AU, 1993, heart, 0, pmp, deceased
AU, 1993, lung, 0, pmp, deceased
AU, 1993, heart/lung, -, pmp, deceased
AU, 1993, kidney, 66, num, living
AU, 1993, liver, 0, num, living
AU, 1993, pancreas, -, num, living
AU, 1993, heart, -, num, living
AU, 1993, lung, -, num, living
AU, 1993, heart/lung, -, num, living
AU, 1993, kidney, 3.70, pmp, living
AU, 1993, liver, 0, pmp, living
AU, 1993, pancreas, -, pmp, living
AU, 1993, heart, -, pmp, living
AU, 1993, lung, -, pmp, living
AU, 1993, heart/lung, -, pmp, living
AU, 1994, kidney, 0, num, deceased
AU, 1994, liver, 0, num, deceased
AU, 1994, pancreas, 0, num, deceased
AU, 1994, heart, 0, num, deceased
AU, 1994, lung, 0, num, deceased
AU, 1994, heart/lung, -, num, deceased
AU, 1994, kidney, 0, pmp, deceased
AU, 1994, liver, 0, pmp, deceased
AU, 1994, pancreas, 0, pmp, deceased
AU, 1994, heart, 0, pmp, deceased
AU, 1994, lung, 0, pmp, deceased
AU, 1994, heart/lung, -, pmp, deceased
AU, 1994, kidney, 103, num, living
AU, 1994, liver, 0, num, living
AU, 1994, pancreas, -, num, living
AU, 1994, heart, -, num, living
AU, 1994, lung, -, num, living
AU, 1994, heart/lung, -, num, living
AU, 1994, kidney, 5.70, pmp, living
AU, 1994, liver, 0, pmp, living
AU, 1994, pancreas, -, pmp, living
AU, 1994, heart, -, pmp, living
AU, 1994, lung, -, pmp, living
AU, 1994, heart/lung, -, pmp, living
AU, 1995, kidney, 0, num, deceased
AU, 1995, liver, 0, num, deceased
AU, 1995, pancreas, 0, num, deceased
AU, 1995, heart, 0, num, deceased
AU, 1995, lung, 0, num, deceased
AU, 1995, heart/lung, -, num, deceased
AU, 1995, kidney, 0, pmp, deceased
AU, 1995, liver, 0, pmp, deceased
AU, 1995, pancreas, 0, pmp, deceased
AU, 1995, heart, 0, pmp, deceased
AU, 1995, lung, 0, pmp, deceased
AU, 1995, heart/lung, -, pmp, deceased
AU, 1995, kidney, 94, num, living
AU, 1995, liver, 0, num, living
AU, 1995, pancreas, -, num, living
AU, 1995, heart, -, num, living
AU, 1995, lung, -, num, living
AU, 1995, heart/lung, -, num, living
AU, 1995, kidney, 5.20, pmp, living
AU, 1995, liver, 0, pmp, living
AU, 1995, pancreas, -, pmp, living
AU, 1995, heart, -, pmp, living
AU, 1995, lung, -, pmp, living
AU, 1995, heart/lung, -, pmp, living
AU, 1996, kidney, 0, num, deceased
AU, 1996, liver, 0, num, deceased
AU, 1996, pancreas, 0, num, deceased
AU, 1996, heart, 0, num, deceased
AU, 1996, lung, 0, num, deceased
AU, 1996, heart/lung, -, num, deceased
AU, 1996, kidney, 0, pmp, deceased
AU, 1996, liver, 0, pmp, deceased
AU, 1996, pancreas, 0, pmp, deceased
AU, 1996, heart, 0, pmp, deceased
AU, 1996, lung, 0, pmp, deceased
AU, 1996, heart/lung, -, pmp, deceased
AU, 1996, kidney, 115, num, living
AU, 1996, liver, 0, num, living
AU, 1996, pancreas, -, num, living
AU, 1996, heart, -, num, living
AU, 1996, lung, -, num, living
AU, 1996, heart/lung, -, num, living
AU, 1996, kidney, 6.30, pmp, living
AU, 1996, liver, 0, pmp, living
AU, 1996, pancreas, -, pmp, living
AU, 1996, heart, -, pmp, living
AU, 1996, lung, -, pmp, living
AU, 1996, heart/lung, -, pmp, living
AU, 1997, kidney, 0, num, deceased
AU, 1997, liver, 0, num, deceased
AU, 1997, pancreas, 0, num, deceased
AU, 1997, heart, 0, num, deceased
AU, 1997, lung, 0, num, deceased
AU, 1997, heart/lung, -, num, deceased
AU, 1997, kidney, 0, pmp, deceased
AU, 1997, liver, 0, pmp, deceased
AU, 1997, pancreas, 0, pmp, deceased
AU, 1997, heart, 0, pmp, deceased
AU, 1997, lung, 0, pmp, deceased
AU, 1997, heart/lung, -, pmp, deceased
AU, 1997, kidney, 147, num, living
AU, 1997, liver, 0, num, living
AU, 1997, pancreas, -, num, living
AU, 1997, heart, -, num, living
AU, 1997, lung, -, num, living
AU, 1997, heart/lung, -, num, living
AU, 1997, kidney, 7.90, pmp, living
AU, 1997, liver, 0, pmp, living
AU, 1997, pancreas, -, pmp, living
AU, 1997, heart, -, pmp, living
AU, 1997, lung, -, pmp, living
AU, 1997, heart/lung, -, pmp, living
AU, 1998, kidney, 0, num, deceased
AU, 1998, liver, 0, num, deceased
AU, 1998, pancreas, 0, num, deceased
AU, 1998, heart, 0, num, deceased
AU, 1998, lung, 0, num, deceased
AU, 1998, heart/lung, -, num, deceased
AU, 1998, kidney, 0, pmp, deceased
AU, 1998, liver, 0, pmp, deceased
AU, 1998, pancreas, 0, pmp, deceased
AU, 1998, heart, 0, pmp, deceased
AU, 1998, lung, 0, pmp, deceased
AU, 1998, heart/lung, -, pmp, deceased
AU, 1998, kidney, 161, num, living
AU, 1998, liver, 0, num, living
AU, 1998, pancreas, -, num, living
AU, 1998, heart, -, num, living
AU, 1998, lung, -, num, living
AU, 1998, heart/lung, -, num, living
AU, 1998, kidney, 8.60, pmp, living
AU, 1998, liver, 0, pmp, living
AU, 1998, pancreas, -, pmp, living
AU, 1998, heart, -, pmp, living
AU, 1998, lung, -, pmp, living
AU, 1998, heart/lung, -, pmp, living
AU, 1999, kidney, 0, num, deceased
AU, 1999, liver, 0, num, deceased
AU, 1999, pancreas, 0, num, deceased
AU, 1999, heart, 0, num, deceased
AU, 1999, lung, 0, num, deceased
AU, 1999, heart/lung, -, num, deceased
AU, 1999, kidney, 0, pmp, deceased
AU, 1999, liver, 0, pmp, deceased
AU, 1999, pancreas, 0, pmp, deceased
AU, 1999, heart, 0, pmp, deceased
AU, 1999, lung, 0, pmp, deceased
AU, 1999, heart/lung, -, pmp, deceased
AU, 1999, kidney, 169, num, living
AU, 1999, liver, 0, num, living
AU, 1999, pancreas, -, num, living
AU, 1999, heart, -, num, living
AU, 1999, lung, -, num, living
