EC, 2017, kidney, 141, num, deceased
EG, 2003, pancreas, 0, pmp, deceased
EG, 2003, heart, 0, pmp, deceased
EG, 2003, lung, 0, pmp, deceased
EG, 2003, heart/lung, -, pmp, deceased
EG, 2003, kidney, 450, num, living
EG, 2003, liver, 0, num, living
EG, 2003, pancreas, -, num, living
EG, 2003, heart, -, num, living
EG, 2003, lung, -, num, living
EG, 2003, heart/lung, -, num, living
EG, 2003, kidney, 6.90, pmp, living
EG, 2003, liver, 0, pmp, living
EG, 2003, pancreas, -, pmp, living
EG, 2003, heart, -, pmp, living
EG, 2003, lung, -, pmp, living
EG, 2003, heart/lung, -, pmp, living
EG, 2003, kidney, 0, num, deceased
EG, 2003, liver, 0, num, deceased
EG, 2003, pancreas, 0, num, deceased
EG, 2003, heart, 0, num, deceased
EG, 2003, lung, 0, num, deceased
EG, 2003, heart/lung, -, num, deceased
EG, 2003, kidney, 0, pmp, deceased
EG, 2003, liver, 0, pmp, deceased
EG, 2003, pancreas, 0, pmp, deceased
EG, 2003, heart, 0, pmp, deceased
EG, 2003, lung, 0, pmp, deceased
EG, 2003, heart/lung, -, pmp, deceased
EG, 2003, kidney, 450, num, living
EG, 2003, liver, 0, num, living
EG, 2003, pancreas, -, num, living
EG, 2003, heart, -, num, living
EG, 2003, lung, -, num, living
EG, 2003, heart/lung, -, num, living
EG, 2003, kidney, 6.90, pmp, living
EG, 2003, liver, 0, pmp, living
EG, 2003, pancreas, -, pmp, living
EG, 2003, heart, -, pmp, living
EG, 2003, lung, -, pmp, living
EG, 2003, heart/lung, -, pmp, living
EG, 2003, kidney, 0, num, deceased
EG, 2003, liver, 0, num, deceased
EG, 2003, pancreas, 0, num, deceased
EG, 2003, heart, 0, num, deceased
EG, 2003, lung, 0, num, deceased
EG, 2003, heart/lung, -, num, deceased
EG, 2003, kidney, 0, pmp, deceased
EG, 2003, liver, 0, pmp, deceased
EG, 2003, pancreas, 0, pmp, deceased
EG, 2003, heart, 0, pmp, deceased
EG, 2003, lung, 0, pmp, deceased
EG, 2003, heart/lung, -, pmp, deceased
EG, 2003, kidney, 450, num, living
EG, 2003, liver, 0, num, living
EG, 2003, pancreas, -, num, living
EG, 2003, heart, -, num, living
EG, 2003, lung, -, num, living
EG, 2003, heart/lung, -, num, living
EG, 2003, kidney, 6.90, pmp, living
EG, 2003, liver, 0, pmp, living
EG, 2003, pancreas, -, pmp, living
EG, 2003, heart, -, pmp, living
EG, 2003, lung, -, pmp, living
EG, 2003, heart/lung, -, pmp, living
EG, 2003, kidney, 0, num, deceased
EG, 2003, liver, 0, num, deceased
EG, 2003, pancreas, 0, num, deceased
EG, 2003, heart, 0, num, deceased
EG, 2003, lung, 0, num, deceased
EG, 2003, heart/lung, -, num, deceased
EG, 2003, kidney, 0, pmp, deceased
EG, 2003, liver, 0, pmp, deceased
EG, 2003, pancreas, 0, pmp, deceased
EG, 2003, heart, 0, pmp, deceased
EG, 2003, lung, 0, pmp, deceased
EG, 2003, heart/lung, -, pmp, deceased
EG, 2003, kidney, 450, num, living
EG, 2003, liver, 0, num, living
EG, 2003, pancreas, -, num, living
EG, 2003, heart, -, num, living
EG, 2003, lung, -, num, living
EG, 2003, heart/lung, -, num, living
EG, 2003, kidney, 6.90, pmp, living
EG, 2003, liver, 0, pmp, living
EG, 2003, pancreas, -, pmp, living
EG, 2003, heart, -, pmp, living
EG, 2003, lung, -, pmp, living
EG, 2003, heart/lung, -, pmp, living
EG, 2003, kidney, 0, num, deceased
EG, 2003, liver, 0, num, deceased
EG, 2003, pancreas, 0, num, deceased
EG, 2003, heart, 0, num, deceased
EG, 2003, lung, 0, num, deceased
EG, 2003, heart/lung, -, num, deceased
EG, 2003, kidney, 0, pmp, deceased
EG, 2003, liver, 0, pmp, deceased
EG, 2003, pancreas, 0, pmp, deceased
EG, 2003, heart, 0, pmp, deceased
EG, 2003, lung, 0, pmp, deceased
EG, 2003, heart/lung, -, pmp, deceased
EG, 2003, kidney, 450, num, living
EG, 2003, liver, 0, num, living
EG, 2003, pancreas, -, num, living
EG, 2003, heart, -, num, living
EG, 2003, lung, -, num, living
EG, 2003, heart/lung, -, num, living
EG, 2003, kidney, 6.90, pmp, living
EG, 2003, liver, 0, pmp, living
EG, 2003, pancreas, -, pmp, living
EG, 2003, heart, -, pmp, living
EG, 2003, lung, -, pmp, living
EG, 2003, heart/lung, -, pmp, living
EG, 2003, kidney, 0, num, deceased
EG, 2003, liver, 0, num, deceased
EG, 2003, pancreas, 0, num, deceased
EG, 2003, heart, 0, num, deceased
EG, 2003, lung, 0, num, deceased
EG, 2003, heart/lung, -, num, deceased
EG, 2003, kidney, 0, pmp, deceased
EG, 2003, liver, 0, pmp, deceased
EG, 2003, pancreas, 0, pmp, deceased
EG, 2003, heart, 0, pmp, deceased
EG, 2003, lung, 0, pmp, deceased
EG, 2003, heart/lung, -, pmp, deceased
EG, 2003, kidney, 450, num, living
EG, 2003, liver, 0, num, living
EG, 2003, pancreas, -, num, living
EG, 2003, heart, -, num, living
EG, 2003, lung, -, num, living
EG, 2003, heart/lung, -, num, living
EG, 2003, kidney, 6.90, pmp, living
EG, 2003, liver, 0, pmp, living
EG, 2003, pancreas, -, pmp, living
EG, 2003, heart, -, pmp, living
EG, 2003, lung, -, pmp, living
EG, 2003, heart/lung, -, pmp, living
EG, 2002, kidney, 0, num, deceased
EG, 2002, liver, 0, num, deceased
EG, 2002, pancreas, 0, num, deceased
EG, 2002, heart, 0, num, deceased
EG, 2002, lung, 0, num, deceased
EG, 2002, heart/lung, -, num, deceased
EG, 2002, kidney, 0, pmp, deceased
EG, 2002, liver, 0, pmp, deceased
EG, 2002, pancreas, 0, pmp, deceased
EG, 2002, heart, 0, pmp, deceased
EG, 2002, lung, 0, pmp, deceased
EG, 2002, heart/lung, -, pmp, deceased
EG, 2002, kidney, 400, num, living
EG, 2002, liver, 0, num, living
EG, 2002, pancreas, -, num, living
EG, 2002, heart, -, num, living
EG, 2002, lung, -, num, living
EG, 2002, heart/lung, -, num, living
EG, 2002, kidney, 6.20, pmp, living
EG, 2002, liver, 0, pmp, living
EG, 2002, pancreas, -, pmp, living
EG, 2002, heart, -, pmp, living
EG, 2002, lung, -, pmp, living
EG, 2002, heart/lung, -, pmp, living
EG, 2003, kidney, 0, num, deceased
EG, 2003, liver, 0, num, deceased
EG, 2003, pancreas, 0, num, deceased
EG, 2003, heart, 0, num, deceased
EG, 2003, lung, 0, num, deceased
EG, 2003, heart/lung, -, num, deceased
EG, 2003, kidney, 0, pmp, deceased
EG, 2003, liver, 0, pmp, deceased
EG, 2003, pancreas, 0, pmp, deceased
EG, 2003, heart, 0, pmp, deceased
EG, 2003, lung, 0, pmp, deceased
EG, 2003, heart/lung, -, pmp, deceased
EG, 2003, kidney, 450, num, living
EG, 2003, liver, 0, num, living
EG, 2003, pancreas, -, num, living
EG, 2003, heart, -, num, living
EG, 2003, lung, -, num, living
EG, 2003, heart/lung, -, num, living
EG, 2003, kidney, 6.90, pmp, living
EG, 2003, liver, 0, pmp, living
EG, 2003, pancreas, -, pmp, living
EG, 2003, heart, -, pmp, living
EG, 2003, lung, -, pmp, living
EG, 2003, heart/lung, -, pmp, living
EG, 2003, kidney, 0, num, deceased
EG, 2003, liver, 0, num, deceased
EG, 2003, pancreas, 0, num, deceased
EG, 2003, heart, 0, num, deceased
EG, 2003, lung, 0, num, deceased
EG, 2003, heart/lung, -, num, deceased
EG, 2003, kidney, 0, pmp, deceased
EG, 2003, liver, 0, pmp, deceased
EG, 2003, pancreas, 0, pmp, deceased
EG, 2003, heart, 0, pmp, deceased
EG, 2003, lung, 0, pmp, deceased
EG, 2003, heart/lung, -, pmp, deceased
EG, 2003, kidney, 450, num, living
EG, 2003, liver, 0, num, living
EG, 2003, pancreas, -, num, living
EG, 2003, heart, -, num, living
EG, 2003, lung, -, num, living
EG, 2003, heart/lung, -, num, living
EG, 2003, kidney, 6.90, pmp, living
EG, 2003, liver, 0, pmp, living
EG, 2003, pancreas, -, pmp, living
EG, 2003, heart, -, pmp, living
EG, 2003, lung, -, pmp, living
EG, 2003, heart/lung, -, pmp, living
EG, 2003, kidney, 0, num, deceased
EG, 2003, liver, 0, num, deceased
EG, 2003, pancreas, 0, num, deceased
EG, 2003, heart, 0, num, deceased
EG, 2003, lung, 0, num, deceased
EG, 2003, heart/lung, -, num, deceased
EG, 2003, kidney, 0, pmp, deceased
EG, 2003, liver, 0, pmp, deceased
EG, 2003, pancreas, 0, pmp, deceased
EG, 2003, heart, 0, pmp, deceased
EG, 2003, lung, 0, pmp, deceased
EG, 2003, heart/lung, -, pmp, deceased
EG, 2003, kidney, 450, num, living
EG, 2003, liver, 0, num, living
EG, 2003, pancreas, -, num, living
EG, 2003, heart, -, num, living
EG, 2003, lung, -, num, living
EG, 2003, heart/lung, -, num, living
EG, 2003, kidney, 6.90, pmp, living
EG, 2003, liver, 0, pmp, living
EG, 2003, pancreas, -, pmp, living
EG, 2003, heart, -, pmp, living
EG, 2003, lung, -, pmp, living
EG, 2003, heart/lung, -, pmp, living
EG, 2003, kidney, 0, num, deceased
EG, 2003, liver, 0, num, deceased
EG, 2003, pancreas, 0, num, deceased
EG, 2003, heart, 0, num, deceased
EG, 2003, lung, 0, num, deceased
EG, 2003, heart/lung, -, num, deceased
EG, 2003, kidney, 0, pmp, deceased
EG, 2003, liver, 0, pmp, deceased
EG, 2003, pancreas, 0, pmp, deceased
EG, 2003, heart, 0, pmp, deceased
EG, 2003, lung, 0, pmp, deceased
EG, 2003, heart/lung, -, pmp, deceased
EG, 2003, kidney, 450, num, living
EG, 2003, liver, 0, num, living
EG, 2003, pancreas, -, num, living
EG, 2003, heart, -, num, living
EG, 2003, lung, -, num, living
EG, 2003, heart/lung, -, num, living
EG, 2003, kidney, 6.90, pmp, living
EG, 2003, liver, 0, pmp, living
EG, 2003, pancreas, -, pmp, living
EG, 2003, heart, -, pmp, living
EG, 2003, lung, -, pmp, living
EG, 2003, heart/lung, -, pmp, living
EG, 2003, kidney, 0, num, deceased
EG, 2003, liver, 0, num, deceased
EG, 2003, pancreas, 0, num, deceased
EG, 2003, heart, 0, num, deceased
EG, 2003, lung, 0, num, deceased
EG, 2003, heart/lung, -, num, deceased
EG, 2003, kidney, 0, pmp, deceased
EG, 2003, liver, 0, pmp, deceased
EG, 2003, pancreas, 0, pmp, deceased
EG, 2003, heart, 0, pmp, deceased
EG, 2003, lung, 0, pmp, deceased
EG, 2003, heart/lung, -, pmp, deceased
EG, 2003, kidney, 450, num, living
EG, 2003, liver, 0, num, living
EG, 2003, pancreas, -, num, living
EG, 2003, heart, -, num, living
EG, 2003, lung, -, num, living
EG, 2003, heart/lung, -, num, living
EG, 2003, kidney, 6.90, pmp, living
EG, 2003, liver, 0, pmp, living
EG, 2003, pancreas, -, pmp, living
EG, 2003, heart, -, pmp, living
EG, 2003, lung, -, pmp, living
EG, 2003, heart/lung, -, pmp, living
EG, 2003, kidney, 0, num, deceased
EG, 2003, liver, 0, num, deceased
EG, 2003, pancreas, 0, num, deceased
EG, 2003, heart, 0, num, deceased
EG, 2003, lung, 0, num, deceased
EG, 2003, heart/lung, -, num, deceased
EG, 2003, kidney, 0, pmp, deceased
EG, 2003, liver, 0, pmp, deceased
EG, 2003, pancreas, 0, pmp, deceased
EG, 2003, heart, 0, pmp, deceased
EG, 2003, lung, 0, pmp, deceased
EG, 2003, heart/lung, -, pmp, deceased
EG, 2003, kidney, 450, num, living
EG, 2003, liver, 0, num, living
EG, 2003, pancreas, -, num, living
EG, 2003, heart, -, num, living
EG, 2003, lung, -, num, living
EG, 2003, heart/lung, -, num, living
EG, 2003, kidney, 6.90, pmp, living
EG, 2003, liver, 0, pmp, living
EG, 2003, pancreas, -, pmp, living
EG, 2003, heart, -, pmp, living
EG, 2003, lung, -, pmp, living
EG, 2003, heart/lung, -, pmp, living
EG, 2003, kidney, 0, num, deceased
EG, 2003, liver, 0, num, deceased
EG, 2003, pancreas, 0, num, deceased
EG, 2003, heart, 0, num, deceased
EG, 2003, lung, 0, num, deceased
EG, 2003, heart/lung, -, num, deceased
EG, 2003, kidney, 0, pmp, deceased
EG, 2003, liver, 0, pmp, deceased
EG, 2003, pancreas, 0, pmp, deceased
EG, 2003, heart, 0, pmp, deceased
EG, 2003, lung, 0, pmp, deceased
EG, 2003, heart/lung, -, pmp, deceased
EG, 2003, kidney, 450, num, living
EG, 2003, liver, 0, num, living
EG, 2003, pancreas, -, num, living
EG, 2003, heart, -, num, living
EG, 2003, lung, -, num, living
EG, 2003, heart/lung, -, num, living
EG, 2003, kidney, 6.90, pmp, living
EG, 2003, liver, 0, pmp, living
EG, 2003, pancreas, -, pmp, living
EG, 2003, heart, -, pmp, living
EG, 2003, lung, -, pmp, living
EG, 2003, heart/lung, -, pmp, living
EG, 2003, kidney, 0, num, deceased
EG, 2003, liver, 0, num, deceased
EG, 2003, pancreas, 0, num, deceased
EG, 2003, heart, 0, num, deceased
EG, 2003, lung, 0, num, deceased
EG, 2003, heart/lung, -, num, deceased
EG, 2003, kidney, 0, pmp, deceased
EG, 2003, liver, 0, pmp, deceased
EG, 2003, pancreas, 0, pmp, deceased
EG, 2003, heart, 0, pmp, deceased
EG, 2003, lung, 0, pmp, deceased
EG, 2003, heart/lung, -, pmp, deceased
EG, 2003, kidney, 450, num, living
EG, 2003, liver, 0, num, living
EG, 2003, pancreas, -, num, living
EG, 2003, heart, -, num, living
EG, 2003, lung, -, num, living
EG, 2003, heart/lung, -, num, living
EG, 2003, kidney, 6.90, pmp, living
EG, 2003, liver, 0, pmp, living
EG, 2003, pancreas, -, pmp, living
EG, 2003, heart, -, pmp, living
EG, 2003, lung, -, pmp, living
EG, 2003, heart/lung, -, pmp, living
EG, 2003, kidney, 0, num, deceased
EG, 2003, liver, 0, num, deceased
EG, 2003, pancreas, 0, num, deceased
EG, 2003, heart, 0, num, deceased
EG, 2003, lung, 0, num, deceased
EG, 2003, heart/lung, -, num, deceased
EG, 2003, kidney, 0, pmp, deceased
EG, 2003, liver, 0, pmp, deceased
EG, 2003, pancreas, 0, pmp, deceased
EG, 2003, heart, 0, pmp, deceased
EG, 2003, lung, 0, pmp, deceased
EG, 2003, heart/lung, -, pmp, deceased
EG, 2003, kidney, 450, num, living
EG, 2003, liver, 0, num, living
EG, 2003, pancreas, -, num, living
EG, 2003, heart, -, num, living
EG, 2003, lung, -, num, living
EG, 2003, heart/lung, -, num, living
EG, 2003, kidney, 6.90, pmp, living
EG, 2003, liver, 0, pmp, living
EG, 2003, pancreas, -, pmp, living
EG, 2003, heart, -, pmp, living
EG, 2003, lung, -, pmp, living
EG, 2003, heart/lung, -, pmp, living
EG, 2003, kidney, 0, num, deceased
EG, 2003, liver, 0, num, deceased
EG, 2003, pancreas, 0, num, deceased
EG, 2003, heart, 0, num, deceased
EG, 2003, lung, 0, num, deceased
EG, 2003, heart/lung, -, num, deceased
EG, 2003, kidney, 0, pmp, deceased
EG, 2003, liver, 0, pmp, deceased
EG, 2003, pancreas, 0, pmp, deceased
EG, 2003, heart, 0, pmp, deceased
EG, 2003, lung, 0, pmp, deceased
EG, 2003, heart/lung, -, pmp, deceased
EG, 2003, kidney, 450, num, living
EG, 2003, liver, 0, num, living
EG, 2003, pancreas, -, num, living
EG, 2003, heart, -, num, living
EG, 2003, lung, -, num, living
EG, 2003, heart/lung, -, num, living
EG, 2003, kidney, 6.90, pmp, living
EG, 2003, liver, 0, pmp, living
EG, 2003, pancreas, -, pmp, living
EG, 2003, heart, -, pmp, living
EG, 2003, lung, -, pmp, living
EG, 2003, heart/lung, -, pmp, living
EG, 2003, kidney, 0, num, deceased
EG, 2003, liver, 0, num, deceased
EG, 2003, pancreas, 0, num, deceased
EG, 2003, heart, 0, num, deceased
EG, 2003, lung, 0, num, deceased
EG, 2003, heart/lung, -, num, deceased
EG, 2003, kidney, 0, pmp, deceased
EG, 2003, liver, 0, pmp, deceased
EG, 2003, pancreas, 0, pmp, deceased
EG, 2003, heart, 0, pmp, deceased
EG, 2003, lung, 0, pmp, deceased
EG, 2003, heart/lung, -, pmp, deceased
EG, 2003, kidney, 450, num, living
EG, 2003, liver, 0, num, living
EG, 2003, pancreas, -, num, living
EG, 2003, heart, -, num, living
EG, 2003, lung, -, num, living
EG, 2003, heart/lung, -, num, living
EG, 2003, kidney, 6.90, pmp, living
EG, 2003, liver, 0, pmp, living
EG, 2003, pancreas, -, pmp, living
EG, 2003, heart, -, pmp, living
EG, 2003, lung, -, pmp, living
EG, 2003, heart/lung, -, pmp, living
EG, 2003, kidney, 0, num, deceased
EG, 2003, liver, 0, num, deceased
EG, 2003, pancreas, 0, num, deceased
EG, 2003, heart, 0, num, deceased
EG, 2003, lung, 0, num, deceased
EG, 2003, heart/lung, -, num, deceased
EG, 2003, kidney, 0, pmp, deceased
EG, 2003, liver, 0, pmp, deceased
EG, 2003, pancreas, 0, pmp, deceased
EG, 2003, heart, 0, pmp, deceased
EG, 2003, lung, 0, pmp, deceased
EG, 2003, heart/lung, -, pmp, deceased
EG, 2003, kidney, 450, num, living
EG, 2003, liver, 0, num, living
EG, 2003, pancreas, -, num, living
EG, 2003, heart, -, num, living
EG, 2003, lung, -, num, living
EG, 2003, heart/lung, -, num, living
EG, 2003, kidney, 6.90, pmp, living
EG, 2003, liver, 0, pmp, living
EG, 2003, pancreas, -, pmp, living
EG, 2003, heart, -, pmp, living
EG, 2003, lung, -, pmp, living
EG, 2003, heart/lung, -, pmp, living
EG, 2003, kidney, 0, num, deceased
EG, 2003, liver, 0, num, deceased
EG, 2003, pancreas, 0, num, deceased
EG, 2003, heart, 0, num, deceased
EG, 2003, lung, 0, num, deceased
EG, 2003, heart/lung, -, num, deceased
EG, 2003, kidney, 0, pmp, deceased
EG, 2003, liver, 0, pmp, deceased
EG, 2003, pancreas, 0, pmp, deceased
EG, 2003, heart, 0, pmp, deceased
EG, 2003, lung, 0, pmp, deceased
EG, 2003, heart/lung, -, pmp, deceased
EG, 2003, kidney, 450, num, living
EG, 2003, liver, 0, num, living
EG, 2003, pancreas, -, num, living
EG, 2003, heart, -, num, living
EG, 2003, lung, -, num, living
EG, 2003, heart/lung, -, num, living
EG, 2003, kidney, 6.90, pmp, living
EG, 2003, liver, 0, pmp, living
EG, 2003, pancreas, -, pmp, living
EG, 2003, heart, -, pmp, living
EG, 2003, lung, -, pmp, living
EG, 2003, heart/lung, -, pmp, living
EG, 2003, kidney, 0, num, deceased
EG, 2003, liver, 0, num, deceased
EG, 2003, pancreas, 0, num, deceased
EG, 2003, heart, 0, num, deceased
EG, 2003, lung, 0, num, deceased
EG, 2003, heart/lung, -, num, deceased
EG, 2003, kidney, 0, pmp, deceased
EG, 2003, liver, 0, pmp, deceased
EG, 2003, pancreas, 0, pmp, deceased
EG, 2003, heart, 0, pmp, deceased
EG, 2003, lung, 0, pmp, deceased
EG, 2003, heart/lung, -, pmp, deceased
EG, 2003, kidney, 450, num, living
EG, 2003, liver, 0, num, living
EG, 2003, pancreas, -, num, living
EG, 2003, heart, -, num, living
EG, 2003, lung, -, num, living
EG, 2003, heart/lung, -, num, living
EG, 2003, kidney, 6.90, pmp, living
EG, 2003, liver, 0, pmp, living
EG, 2003, pancreas, -, pmp, living
EG, 2003, heart, -, pmp, living
EG, 2003, lung, -, pmp, living
EG, 2003, heart/lung, -, pmp, living
EG, 2003, kidney, 0, num, deceased
EG, 2003, liver, 0, num, deceased
EG, 2003, pancreas, 0, num, deceased
EG, 2003, heart, 0, num, deceased
EG, 2003, lung, 0, num, deceased
EG, 2003, heart/lung, -, num, deceased
EG, 2003, kidney, 0, pmp, deceased
EG, 2003, liver, 0, pmp, deceased
EG, 2003, pancreas, 0, pmp, deceased
EG, 2003, heart, 0, pmp, deceased
EG, 2003, lung, 0, pmp, deceased
EG, 2003, heart/lung, -, pmp, deceased
EG, 2003, kidney, 450, num, living
EG, 2003, liver, 0, num, living
EG, 2003, pancreas, -, num, living
EG, 2003, heart, -, num, living
EG, 2003, lung, -, num, living
EG, 2003, heart/lung, -, num, living
EG, 2003, kidney, 6.90, pmp, living
EG, 2003, liver, 0, pmp, living
EG, 2003, pancreas, -, pmp, living
EG, 2003, heart, -, pmp, living
EG, 2003, lung, -, pmp, living
EG, 2003, heart/lung, -, pmp, living
EG, 2003, kidney, 0, num, deceased
EG, 2003, liver, 0, num, deceased
EG, 2003, pancreas, 0, num, deceased
EG, 2003, heart, 0, num, deceased
EG, 2003, lung, 0, num, deceased
EG, 2003, heart/lung, -, num, deceased
EG, 2003, kidney, 0, pmp, deceased
EG, 2003, liver, 0, pmp, deceased
EG, 2003, pancreas, 0, pmp, deceased
EG, 2003, heart, 0, pmp, deceased
EG, 2003, lung, 0, pmp, deceased
EG, 2003, heart/lung, -, pmp, deceased
EG, 2003, kidney, 450, num, living
EG, 2003, liver, 0, num, living
EG, 2003, pancreas, -, num, living
EG, 2003, heart, -, num, living
EG, 2003, lung, -, num, living
EG, 2003, heart/lung, -, num, living
EG, 2003, kidney, 6.90, pmp, living
EG, 2003, liver, 0, pmp, living
EG, 2003, pancreas, -, pmp, living
EG, 2003, heart, -, pmp, living
EG, 2003, lung, -, pmp, living
EG, 2003, heart/lung, -, pmp, living
EE, 2018, kidney, 58, num, deceased
EE, 2018, liver, 10, num, deceased
EE, 2018, pancreas, 2, num, deceased
EE, 2018, heart, 0, num, deceased
EE, 2018, lung, 4, num, deceased
EE, 2018, heart/lung, -, num, deceased
EE, 2018, kidney, 43.97, pmp, deceased
EE, 2018, liver, 7.58, pmp, deceased
EE, 2018, pancreas, 1.52, pmp, deceased
EE, 2018, heart, 0, pmp, deceased
EE, 2018, lung, 3.03, pmp, deceased
EE, 2018, heart/lung, -, pmp, deceased
EE, 2018, kidney, 4, num, living
EE, 2018, liver, 0, num, living
EE, 2018, pancreas, -, num, living
EE, 2018, heart, -, num, living
EE, 2018, lung, -, num, living
EE, 2018, heart/lung, -, num, living
EE, 2018, kidney, 3.03, pmp, living
EE, 2018, liver, 0, pmp, living
EE, 2018, pancreas, -, pmp, living
EE, 2018, heart, -, pmp, living
EE, 2018, lung, -, pmp, living
EE, 2018, heart/lung, -, pmp, living
EE, 2018, kidney, 58, num, deceased
EE, 2018, liver, 10, num, deceased
EE, 2018, pancreas, 2, num, deceased
EE, 2018, heart, 0, num, deceased
EE, 2018, lung, 4, num, deceased
EE, 2018, heart/lung, -, num, deceased
EE, 2018, kidney, 43.97, pmp, deceased
EE, 2018, liver, 7.58, pmp, deceased
EE, 2018, pancreas, 1.52, pmp, deceased
EE, 2018, heart, 0, pmp, deceased
EE, 2018, lung, 3.03, pmp, deceased
EE, 2018, heart/lung, -, pmp, deceased
EE, 2018, kidney, 4, num, living
EE, 2018, liver, 0, num, living
EE, 2018, pancreas, -, num, living
EE, 2018, heart, -, num, living
EE, 2018, lung, -, num, living
EE, 2018, heart/lung, -, num, living
EE, 2018, kidney, 3.03, pmp, living
EE, 2018, liver, 0, pmp, living
EE, 2018, pancreas, -, pmp, living
EE, 2018, heart, -, pmp, living
EE, 2018, lung, -, pmp, living
EE, 2018, heart/lung, -, pmp, living
EE, 2018, kidney, 58, num, deceased
EE, 2018, liver, 10, num, deceased
EE, 2018, pancreas, 2, num, deceased
EE, 2018, heart, 0, num, deceased
EE, 2018, lung, 4, num, deceased
EE, 2018, heart/lung, -, num, deceased
EE, 2018, kidney, 43.97, pmp, deceased
EE, 2018, liver, 7.58, pmp, deceased
EE, 2018, pancreas, 1.52, pmp, deceased
EE, 2018, heart, 0, pmp, deceased
EE, 2018, lung, 3.03, pmp, deceased
EE, 2018, heart/lung, -, pmp, deceased
EE, 2018, kidney, 4, num, living
EE, 2018, liver, 0, num, living
EE, 2018, pancreas, -, num, living
EE, 2018, heart, -, num, living
EE, 2018, lung, -, num, living
EE, 2018, heart/lung, -, num, living
EE, 2018, kidney, 3.03, pmp, living
EE, 2018, liver, 0, pmp, living
EE, 2018, pancreas, -, pmp, living
EE, 2018, heart, -, pmp, living
EE, 2018, lung, -, pmp, living
EE, 2018, heart/lung, -, pmp, living
EE, 2018, kidney, 58, num, deceased
EE, 2018, liver, 10, num, deceased
EE, 2018, pancreas, 2, num, deceased
EE, 2018, heart, 0, num, deceased
EE, 2018, lung, 4, num, deceased
EE, 2018, heart/lung, -, num, deceased
EE, 2018, kidney, 43.97, pmp, deceased
EE, 2018, liver, 7.58, pmp, deceased
EE, 2018, pancreas, 1.52, pmp, deceased
EE, 2018, heart, 0, pmp, deceased
EE, 2018, lung, 3.03, pmp, deceased
EE, 2018, heart/lung, -, pmp, deceased
EE, 2018, kidney, 4, num, living
EE, 2018, liver, 0, num, living
EE, 2018, pancreas, -, num, living
EE, 2018, heart, -, num, living
EE, 2018, lung, -, num, living
EE, 2018, heart/lung, -, num, living
EE, 2018, kidney, 3.03, pmp, living
EE, 2018, liver, 0, pmp, living
EE, 2018, pancreas, -, pmp, living
EE, 2018, heart, -, pmp, living
EE, 2018, lung, -, pmp, living
EE, 2018, heart/lung, -, pmp, living
EE, 2018, kidney, 58, num, deceased
EE, 2018, liver, 10, num, deceased
EE, 2018, pancreas, 2, num, deceased
EE, 2018, heart, 0, num, deceased
EE, 2018, lung, 4, num, deceased
EE, 2018, heart/lung, -, num, deceased
EE, 2018, kidney, 43.97, pmp, deceased
EE, 2018, liver, 7.58, pmp, deceased
EE, 2018, pancreas, 1.52, pmp, deceased
EE, 2018, heart, 0, pmp, deceased
EE, 2018, lung, 3.03, pmp, deceased
EE, 2018, heart/lung, -, pmp, deceased
EE, 2018, kidney, 4, num, living
EE, 2018, liver, 0, num, living
EE, 2018, pancreas, -, num, living
EE, 2018, heart, -, num, living
EE, 2018, lung, -, num, living
EE, 2018, heart/lung, -, num, living
EE, 2018, kidney, 3.03, pmp, living
EE, 2018, liver, 0, pmp, living
EE, 2018, pancreas, -, pmp, living
EE, 2018, heart, -, pmp, living
EE, 2018, lung, -, pmp, living
EE, 2018, heart/lung, -, pmp, living
EE, 2018, kidney, 58, num, deceased
EE, 2018, liver, 10, num, deceased
EE, 2018, pancreas, 2, num, deceased
EE, 2018, heart, 0, num, deceased
EE, 2018, lung, 4, num, deceased
EE, 2018, heart/lung, -, num, deceased
EE, 2018, kidney, 43.97, pmp, deceased
EE, 2018, liver, 7.58, pmp, deceased
EE, 2018, pancreas, 1.52, pmp, deceased
EE, 2018, heart, 0, pmp, deceased
EE, 2018, lung, 3.03, pmp, deceased
EE, 2018, heart/lung, -, pmp, deceased
EE, 2018, kidney, 4, num, living
EE, 2018, liver, 0, num, living
EE, 2018, pancreas, -, num, living
EE, 2018, heart, -, num, living
EE, 2018, lung, -, num, living
EE, 2018, heart/lung, -, num, living
EE, 2018, kidney, 3.03, pmp, living
EE, 2018, liver, 0, pmp, living
EE, 2018, pancreas, -, pmp, living
EE, 2018, heart, -, pmp, living
EE, 2018, lung, -, pmp, living
EE, 2018, heart/lung, -, pmp, living
EE, 2018, kidney, 58, num, deceased
EE, 2018, liver, 10, num, deceased
EE, 2018, pancreas, 2, num, deceased
EE, 2018, heart, 0, num, deceased
EE, 2018, lung, 4, num, deceased
EE, 2018, heart/lung, -, num, deceased
EE, 2018, kidney, 43.97, pmp, deceased
EE, 2018, liver, 7.58, pmp, deceased
EE, 2018, pancreas, 1.52, pmp, deceased
EE, 2018, heart, 0, pmp, deceased
EE, 2018, lung, 3.03, pmp, deceased
EE, 2018, heart/lung, -, pmp, deceased
EE, 2018, kidney, 4, num, living
EE, 2018, liver, 0, num, living
EE, 2018, pancreas, -, num, living
EE, 2018, heart, -, num, living
EE, 2018, lung, -, num, living
EE, 2018, heart/lung, -, num, living
EE, 2018, kidney, 3.03, pmp, living
EE, 2018, liver, 0, pmp, living
