PK, 2006, kidney, 0, num, deceased
QA, 2018, heart/lung, -, num, living
QA, 2018, kidney, 13.10, pmp, living
QA, 2018, liver, 1.22, pmp, living
QA, 2018, pancreas, -, pmp, living
QA, 2018, heart, -, pmp, living
QA, 2018, lung, -, pmp, living
QA, 2018, heart/lung, -, pmp, living
QA, 2018, kidney, 11, num, deceased
QA, 2018, liver, 5, num, deceased
QA, 2018, pancreas, 0, num, deceased
QA, 2018, heart, 0, num, deceased
QA, 2018, lung, 0, num, deceased
QA, 2018, heart/lung, -, num, deceased
QA, 2018, kidney, 4.5, pmp, deceased
QA, 2018, liver, 2.04, pmp, deceased
QA, 2018, pancreas, 0, pmp, deceased
QA, 2018, heart, 0, pmp, deceased
QA, 2018, lung, 0, pmp, deceased
QA, 2018, heart/lung, -, pmp, deceased
QA, 2018, kidney, 32, num, living
QA, 2018, liver, 3, num, living
QA, 2018, pancreas, -, num, living
QA, 2018, heart, -, num, living
QA, 2018, lung, -, num, living
QA, 2018, heart/lung, -, num, living
QA, 2018, kidney, 13.10, pmp, living
QA, 2018, liver, 1.22, pmp, living
QA, 2018, pancreas, -, pmp, living
QA, 2018, heart, -, pmp, living
QA, 2018, lung, -, pmp, living
QA, 2018, heart/lung, -, pmp, living
QA, 2018, kidney, 11, num, deceased
QA, 2018, liver, 5, num, deceased
QA, 2018, pancreas, 0, num, deceased
QA, 2018, heart, 0, num, deceased
QA, 2018, lung, 0, num, deceased
QA, 2018, heart/lung, -, num, deceased
QA, 2018, kidney, 4.5, pmp, deceased
QA, 2018, liver, 2.04, pmp, deceased
QA, 2018, pancreas, 0, pmp, deceased
QA, 2018, heart, 0, pmp, deceased
QA, 2018, lung, 0, pmp, deceased
QA, 2018, heart/lung, -, pmp, deceased
QA, 2018, kidney, 32, num, living
QA, 2018, liver, 3, num, living
QA, 2018, pancreas, -, num, living
QA, 2018, heart, -, num, living
QA, 2018, lung, -, num, living
QA, 2018, heart/lung, -, num, living
QA, 2018, kidney, 13.10, pmp, living
QA, 2018, liver, 1.22, pmp, living
QA, 2018, pancreas, -, pmp, living
QA, 2018, heart, -, pmp, living
QA, 2018, lung, -, pmp, living
QA, 2018, heart/lung, -, pmp, living
QA, 2018, kidney, 11, num, deceased
QA, 2018, liver, 5, num, deceased
QA, 2018, pancreas, 0, num, deceased
QA, 2018, heart, 0, num, deceased
QA, 2018, lung, 0, num, deceased
QA, 2018, heart/lung, -, num, deceased
QA, 2018, kidney, 4.5, pmp, deceased
QA, 2018, liver, 2.04, pmp, deceased
QA, 2018, pancreas, 0, pmp, deceased
QA, 2018, heart, 0, pmp, deceased
QA, 2018, lung, 0, pmp, deceased
QA, 2018, heart/lung, -, pmp, deceased
QA, 2018, kidney, 32, num, living
QA, 2018, liver, 3, num, living
QA, 2018, pancreas, -, num, living
QA, 2018, heart, -, num, living
QA, 2018, lung, -, num, living
QA, 2018, heart/lung, -, num, living
QA, 2018, kidney, 13.10, pmp, living
QA, 2018, liver, 1.22, pmp, living
QA, 2018, pancreas, -, pmp, living
QA, 2018, heart, -, pmp, living
QA, 2018, lung, -, pmp, living
QA, 2018, heart/lung, -, pmp, living
QA, 2018, kidney, 11, num, deceased
QA, 2018, liver, 5, num, deceased
QA, 2018, pancreas, 0, num, deceased
QA, 2018, heart, 0, num, deceased
QA, 2018, lung, 0, num, deceased
QA, 2018, heart/lung, -, num, deceased
QA, 2018, kidney, 4.5, pmp, deceased
QA, 2018, liver, 2.04, pmp, deceased
QA, 2018, pancreas, 0, pmp, deceased
QA, 2018, heart, 0, pmp, deceased
QA, 2018, lung, 0, pmp, deceased
QA, 2018, heart/lung, -, pmp, deceased
QA, 2018, kidney, 32, num, living
QA, 2018, liver, 3, num, living
QA, 2018, pancreas, -, num, living
QA, 2018, heart, -, num, living
QA, 2018, lung, -, num, living
QA, 2018, heart/lung, -, num, living
QA, 2018, kidney, 13.10, pmp, living
QA, 2018, liver, 1.22, pmp, living
QA, 2018, pancreas, -, pmp, living
QA, 2018, heart, -, pmp, living
QA, 2018, lung, -, pmp, living
QA, 2018, heart/lung, -, pmp, living
QA, 2018, kidney, 11, num, deceased
QA, 2018, liver, 5, num, deceased
QA, 2018, pancreas, 0, num, deceased
QA, 2018, heart, 0, num, deceased
QA, 2018, lung, 0, num, deceased
QA, 2018, heart/lung, -, num, deceased
QA, 2018, kidney, 4.5, pmp, deceased
QA, 2018, liver, 2.04, pmp, deceased
QA, 2018, pancreas, 0, pmp, deceased
QA, 2018, heart, 0, pmp, deceased
QA, 2018, lung, 0, pmp, deceased
QA, 2018, heart/lung, -, pmp, deceased
QA, 2018, kidney, 32, num, living
QA, 2018, liver, 3, num, living
QA, 2018, pancreas, -, num, living
QA, 2018, heart, -, num, living
QA, 2018, lung, -, num, living
QA, 2018, heart/lung, -, num, living
QA, 2018, kidney, 13.10, pmp, living
QA, 2018, liver, 1.22, pmp, living
QA, 2018, pancreas, -, pmp, living
QA, 2018, heart, -, pmp, living
QA, 2018, lung, -, pmp, living
QA, 2018, heart/lung, -, pmp, living
QA, 2018, kidney, 11, num, deceased
QA, 2018, liver, 5, num, deceased
QA, 2018, pancreas, 0, num, deceased
QA, 2018, heart, 0, num, deceased
QA, 2018, lung, 0, num, deceased
QA, 2018, heart/lung, -, num, deceased
QA, 2018, kidney, 4.5, pmp, deceased
QA, 2018, liver, 2.04, pmp, deceased
QA, 2018, pancreas, 0, pmp, deceased
QA, 2018, heart, 0, pmp, deceased
QA, 2018, lung, 0, pmp, deceased
QA, 2018, heart/lung, -, pmp, deceased
QA, 2018, kidney, 32, num, living
QA, 2018, liver, 3, num, living
QA, 2018, pancreas, -, num, living
QA, 2018, heart, -, num, living
QA, 2018, lung, -, num, living
QA, 2018, heart/lung, -, num, living
QA, 2018, kidney, 13.10, pmp, living
QA, 2018, liver, 1.22, pmp, living
QA, 2018, pancreas, -, pmp, living
QA, 2018, heart, -, pmp, living
QA, 2018, lung, -, pmp, living
QA, 2018, heart/lung, -, pmp, living
QA, 2018, kidney, 11, num, deceased
QA, 2018, liver, 5, num, deceased
QA, 2018, pancreas, 0, num, deceased
QA, 2018, heart, 0, num, deceased
QA, 2018, lung, 0, num, deceased
QA, 2018, heart/lung, -, num, deceased
QA, 2018, kidney, 4.5, pmp, deceased
QA, 2018, liver, 2.04, pmp, deceased
QA, 2018, pancreas, 0, pmp, deceased
QA, 2018, heart, 0, pmp, deceased
QA, 2018, lung, 0, pmp, deceased
QA, 2018, heart/lung, -, pmp, deceased
QA, 2018, kidney, 32, num, living
QA, 2018, liver, 3, num, living
QA, 2018, pancreas, -, num, living
QA, 2018, heart, -, num, living
QA, 2018, lung, -, num, living
QA, 2018, heart/lung, -, num, living
QA, 2018, kidney, 13.10, pmp, living
QA, 2018, liver, 1.22, pmp, living
QA, 2018, pancreas, -, pmp, living
QA, 2018, heart, -, pmp, living
QA, 2018, lung, -, pmp, living
QA, 2018, heart/lung, -, pmp, living
QA, 2002, kidney, 2, num, deceased
QA, 2002, liver, 0, num, deceased
QA, 2002, pancreas, 0, num, deceased
QA, 2002, heart, 0, num, deceased
QA, 2002, lung, 0, num, deceased
QA, 2002, heart/lung, -, num, deceased
QA, 2002, kidney, 2.60, pmp, deceased
QA, 2002, liver, 0, pmp, deceased
QA, 2002, pancreas, 0, pmp, deceased
QA, 2002, heart, 0, pmp, deceased
QA, 2002, lung, 0, pmp, deceased
QA, 2002, heart/lung, -, pmp, deceased
QA, 2002, kidney, 4, num, living
QA, 2002, liver, 0, num, living
QA, 2002, pancreas, -, num, living
QA, 2002, heart, -, num, living
QA, 2002, lung, -, num, living
QA, 2002, heart/lung, -, num, living
QA, 2002, kidney, 5.30, pmp, living
QA, 2002, liver, 0, pmp, living
QA, 2002, pancreas, -, pmp, living
QA, 2002, heart, -, pmp, living
QA, 2002, lung, -, pmp, living
QA, 2002, heart/lung, -, pmp, living
QA, 2003, kidney, 3, num, deceased
QA, 2003, liver, 0, num, deceased
QA, 2003, pancreas, 0, num, deceased
QA, 2003, heart, 0, num, deceased
QA, 2003, lung, 0, num, deceased
QA, 2003, heart/lung, -, num, deceased
QA, 2003, kidney, 4, pmp, deceased
QA, 2003, liver, 0, pmp, deceased
QA, 2003, pancreas, 0, pmp, deceased
QA, 2003, heart, 0, pmp, deceased
QA, 2003, lung, 0, pmp, deceased
QA, 2003, heart/lung, -, pmp, deceased
QA, 2003, kidney, 10, num, living
QA, 2003, liver, 0, num, living
QA, 2003, pancreas, -, num, living
QA, 2003, heart, -, num, living
QA, 2003, lung, -, num, living
QA, 2003, heart/lung, -, num, living
QA, 2003, kidney, 13.20, pmp, living
QA, 2003, liver, 0, pmp, living
QA, 2003, pancreas, -, pmp, living
QA, 2003, heart, -, pmp, living
QA, 2003, lung, -, pmp, living
QA, 2003, heart/lung, -, pmp, living
QA, 2004, kidney, 6, num, deceased
QA, 2004, liver, 0, num, deceased
QA, 2004, pancreas, 0, num, deceased
QA, 2004, heart, 0, num, deceased
QA, 2004, lung, 0, num, deceased
QA, 2004, heart/lung, -, num, deceased
QA, 2004, kidney, 8, pmp, deceased
QA, 2004, liver, 0, pmp, deceased
QA, 2004, pancreas, 0, pmp, deceased
QA, 2004, heart, 0, pmp, deceased
QA, 2004, lung, 0, pmp, deceased
QA, 2004, heart/lung, -, pmp, deceased
QA, 2004, kidney, 3, num, living
QA, 2004, liver, 0, num, living
QA, 2004, pancreas, -, num, living
QA, 2004, heart, -, num, living
QA, 2004, lung, -, num, living
QA, 2004, heart/lung, -, num, living
QA, 2004, kidney, 4, pmp, living
QA, 2004, liver, 0, pmp, living
QA, 2004, pancreas, -, pmp, living
QA, 2004, heart, -, pmp, living
QA, 2004, lung, -, pmp, living
QA, 2004, heart/lung, -, pmp, living
QA, 2005, kidney, 2, num, deceased
QA, 2005, liver, 0, num, deceased
QA, 2005, pancreas, 0, num, deceased
QA, 2005, heart, 0, num, deceased
QA, 2005, lung, 0, num, deceased
QA, 2005, heart/lung, -, num, deceased
QA, 2005, kidney, 2.60, pmp, deceased
QA, 2005, liver, 0, pmp, deceased
QA, 2005, pancreas, 0, pmp, deceased
QA, 2005, heart, 0, pmp, deceased
QA, 2005, lung, 0, pmp, deceased
QA, 2005, heart/lung, -, pmp, deceased
QA, 2005, kidney, 4, num, living
QA, 2005, liver, 0, num, living
QA, 2005, pancreas, -, num, living
QA, 2005, heart, -, num, living
QA, 2005, lung, -, num, living
QA, 2005, heart/lung, -, num, living
QA, 2005, kidney, 5.30, pmp, living
QA, 2005, liver, 0, pmp, living
QA, 2005, pancreas, -, pmp, living
QA, 2005, heart, -, pmp, living
QA, 2005, lung, -, pmp, living
QA, 2005, heart/lung, -, pmp, living
QA, 2006, kidney, 3, num, deceased
QA, 2006, liver, 0, num, deceased
QA, 2006, pancreas, 0, num, deceased
QA, 2006, heart, 0, num, deceased
QA, 2006, lung, 0, num, deceased
QA, 2006, heart/lung, -, num, deceased
QA, 2006, kidney, 4, pmp, deceased
QA, 2006, liver, 0, pmp, deceased
QA, 2006, pancreas, 0, pmp, deceased
QA, 2006, heart, 0, pmp, deceased
QA, 2006, lung, 0, pmp, deceased
QA, 2006, heart/lung, -, pmp, deceased
QA, 2006, kidney, 2, num, living
QA, 2006, liver, 0, num, living
QA, 2006, pancreas, -, num, living
QA, 2006, heart, -, num, living
QA, 2006, lung, -, num, living
QA, 2006, heart/lung, -, num, living
QA, 2006, kidney, 2.60, pmp, living
QA, 2006, liver, 0, pmp, living
QA, 2006, pancreas, -, pmp, living
QA, 2006, heart, -, pmp, living
QA, 2006, lung, -, pmp, living
QA, 2006, heart/lung, -, pmp, living
QA, 2007, kidney, 4, num, deceased
QA, 2007, liver, 0, num, deceased
QA, 2007, pancreas, 0, num, deceased
QA, 2007, heart, 0, num, deceased
QA, 2007, lung, 0, num, deceased
QA, 2007, heart/lung, -, num, deceased
QA, 2007, kidney, 5.30, pmp, deceased
QA, 2007, liver, 0, pmp, deceased
QA, 2007, pancreas, 0, pmp, deceased
QA, 2007, heart, 0, pmp, deceased
QA, 2007, lung, 0, pmp, deceased
QA, 2007, heart/lung, -, pmp, deceased
QA, 2007, kidney, 1, num, living
QA, 2007, liver, 0, num, living
QA, 2007, pancreas, -, num, living
QA, 2007, heart, -, num, living
QA, 2007, lung, -, num, living
QA, 2007, heart/lung, -, num, living
QA, 2007, kidney, 1.30, pmp, living
QA, 2007, liver, 0, pmp, living
QA, 2007, pancreas, -, pmp, living
QA, 2007, heart, -, pmp, living
QA, 2007, lung, -, pmp, living
QA, 2007, heart/lung, -, pmp, living
QA, 2008, kidney, 2, num, deceased
QA, 2008, liver, 0, num, deceased
QA, 2008, pancreas, 0, num, deceased
QA, 2008, heart, 0, num, deceased
QA, 2008, lung, 0, num, deceased
QA, 2008, heart/lung, -, num, deceased
QA, 2008, kidney, 2.60, pmp, deceased
QA, 2008, liver, 0, pmp, deceased
QA, 2008, pancreas, 0, pmp, deceased
QA, 2008, heart, 0, pmp, deceased
QA, 2008, lung, 0, pmp, deceased
QA, 2008, heart/lung, -, pmp, deceased
QA, 2008, kidney, 1, num, living
QA, 2008, liver, 0, num, living
QA, 2008, pancreas, -, num, living
QA, 2008, heart, -, num, living
QA, 2008, lung, -, num, living
QA, 2008, heart/lung, -, num, living
QA, 2008, kidney, 1.30, pmp, living
QA, 2008, liver, 0, pmp, living
QA, 2008, pancreas, -, pmp, living
QA, 2008, heart, -, pmp, living
QA, 2008, lung, -, pmp, living
QA, 2008, heart/lung, -, pmp, living
QA, 2009, kidney, 2, num, deceased
QA, 2009, liver, 0, num, deceased
QA, 2009, pancreas, 0, num, deceased
QA, 2009, heart, 0, num, deceased
QA, 2009, lung, 0, num, deceased
QA, 2009, heart/lung, -, num, deceased
QA, 2009, kidney, 2.60, pmp, deceased
QA, 2009, liver, 0, pmp, deceased
QA, 2009, pancreas, 0, pmp, deceased
QA, 2009, heart, 0, pmp, deceased
QA, 2009, lung, 0, pmp, deceased
QA, 2009, heart/lung, -, pmp, deceased
QA, 2009, kidney, 0, num, living
QA, 2009, liver, 0, num, living
QA, 2009, pancreas, -, num, living
QA, 2009, heart, -, num, living
QA, 2009, lung, -, num, living
QA, 2009, heart/lung, -, num, living
QA, 2009, kidney, 0, pmp, living
QA, 2009, liver, 0, pmp, living
QA, 2009, pancreas, -, pmp, living
QA, 2009, heart, -, pmp, living
QA, 2009, lung, -, pmp, living
QA, 2009, heart/lung, -, pmp, living
QA, 2010, kidney, 6, num, deceased
QA, 2010, liver, 0, num, deceased
QA, 2010, pancreas, 0, num, deceased
QA, 2010, heart, 0, num, deceased
QA, 2010, lung, 0, num, deceased
QA, 2010, heart/lung, -, num, deceased
QA, 2010, kidney, 3.60, pmp, deceased
QA, 2010, liver, 0, pmp, deceased
QA, 2010, pancreas, 0, pmp, deceased
QA, 2010, heart, 0, pmp, deceased
QA, 2010, lung, 0, pmp, deceased
QA, 2010, heart/lung, -, pmp, deceased
QA, 2010, kidney, 3, num, living
QA, 2010, liver, 0, num, living
QA, 2010, pancreas, -, num, living
QA, 2010, heart, -, num, living
QA, 2010, lung, -, num, living
QA, 2010, heart/lung, -, num, living
QA, 2010, kidney, 1.8, pmp, living
QA, 2010, liver, 0, pmp, living
QA, 2010, pancreas, -, pmp, living
QA, 2010, heart, -, pmp, living
QA, 2010, lung, -, pmp, living
QA, 2010, heart/lung, -, pmp, living
QA, 2018, kidney, 11, num, deceased
QA, 2018, liver, 5, num, deceased
QA, 2018, pancreas, 0, num, deceased
QA, 2018, heart, 0, num, deceased
QA, 2018, lung, 0, num, deceased
QA, 2018, heart/lung, -, num, deceased
QA, 2018, kidney, 4.5, pmp, deceased
QA, 2018, liver, 2.04, pmp, deceased
QA, 2018, pancreas, 0, pmp, deceased
QA, 2018, heart, 0, pmp, deceased
QA, 2018, lung, 0, pmp, deceased
QA, 2018, heart/lung, -, pmp, deceased
QA, 2018, kidney, 32, num, living
QA, 2018, liver, 3, num, living
QA, 2018, pancreas, -, num, living
QA, 2018, heart, -, num, living
QA, 2018, lung, -, num, living
QA, 2018, heart/lung, -, num, living
QA, 2018, kidney, 13.10, pmp, living
QA, 2018, liver, 1.22, pmp, living
QA, 2018, pancreas, -, pmp, living
QA, 2018, heart, -, pmp, living
QA, 2018, lung, -, pmp, living
QA, 2018, heart/lung, -, pmp, living
QA, 2012, kidney, 0, num, deceased
QA, 2012, liver, 0, num, deceased
QA, 2012, pancreas, 0, num, deceased
QA, 2012, heart, 0, num, deceased
QA, 2012, lung, 0, num, deceased
QA, 2012, heart/lung, -, num, deceased
QA, 2012, kidney, 0, pmp, deceased
QA, 2012, liver, 0, pmp, deceased
QA, 2012, pancreas, 0, pmp, deceased
QA, 2012, heart, 0, pmp, deceased
QA, 2012, lung, 0, pmp, deceased
QA, 2012, heart/lung, -, pmp, deceased
QA, 2012, kidney, 0, num, living
QA, 2012, liver, 0, num, living
QA, 2012, pancreas, -, num, living
QA, 2012, heart, -, num, living
QA, 2012, lung, -, num, living
QA, 2012, heart/lung, -, num, living
QA, 2012, kidney, 0, pmp, living
QA, 2012, liver, 0, pmp, living
QA, 2012, pancreas, -, pmp, living
QA, 2012, heart, -, pmp, living
QA, 2012, lung, -, pmp, living
QA, 2012, heart/lung, -, pmp, living
QA, 2018, kidney, 11, num, deceased
QA, 2018, liver, 5, num, deceased
QA, 2018, pancreas, 0, num, deceased
QA, 2018, heart, 0, num, deceased
QA, 2018, lung, 0, num, deceased
QA, 2018, heart/lung, -, num, deceased
QA, 2018, kidney, 4.5, pmp, deceased
QA, 2018, liver, 2.04, pmp, deceased
QA, 2018, pancreas, 0, pmp, deceased
QA, 2018, heart, 0, pmp, deceased
QA, 2018, lung, 0, pmp, deceased
QA, 2018, heart/lung, -, pmp, deceased
QA, 2018, kidney, 32, num, living
QA, 2018, liver, 3, num, living
QA, 2018, pancreas, -, num, living
QA, 2018, heart, -, num, living
QA, 2018, lung, -, num, living
QA, 2018, heart/lung, -, num, living
QA, 2018, kidney, 13.10, pmp, living
QA, 2018, liver, 1.22, pmp, living
QA, 2018, pancreas, -, pmp, living
QA, 2018, heart, -, pmp, living
QA, 2018, lung, -, pmp, living
QA, 2018, heart/lung, -, pmp, living
QA, 2018, kidney, 11, num, deceased
QA, 2018, liver, 5, num, deceased
QA, 2018, pancreas, 0, num, deceased
QA, 2018, heart, 0, num, deceased
QA, 2018, lung, 0, num, deceased
QA, 2018, heart/lung, -, num, deceased
QA, 2018, kidney, 4.5, pmp, deceased
QA, 2018, liver, 2.04, pmp, deceased
QA, 2018, pancreas, 0, pmp, deceased
QA, 2018, heart, 0, pmp, deceased
QA, 2018, lung, 0, pmp, deceased
QA, 2018, heart/lung, -, pmp, deceased
QA, 2018, kidney, 32, num, living
QA, 2018, liver, 3, num, living
QA, 2018, pancreas, -, num, living
QA, 2018, heart, -, num, living
QA, 2018, lung, -, num, living
QA, 2018, heart/lung, -, num, living
QA, 2018, kidney, 13.10, pmp, living
QA, 2018, liver, 1.22, pmp, living
QA, 2018, pancreas, -, pmp, living
QA, 2018, heart, -, pmp, living
QA, 2018, lung, -, pmp, living
QA, 2018, heart/lung, -, pmp, living
QA, 2018, kidney, 11, num, deceased
QA, 2018, liver, 5, num, deceased
QA, 2018, pancreas, 0, num, deceased
QA, 2018, heart, 0, num, deceased
QA, 2018, lung, 0, num, deceased
QA, 2018, heart/lung, -, num, deceased
QA, 2018, kidney, 4.5, pmp, deceased
QA, 2018, liver, 2.04, pmp, deceased
QA, 2018, pancreas, 0, pmp, deceased
QA, 2018, heart, 0, pmp, deceased
QA, 2018, lung, 0, pmp, deceased
QA, 2018, heart/lung, -, pmp, deceased
QA, 2018, kidney, 32, num, living
QA, 2018, liver, 3, num, living
QA, 2018, pancreas, -, num, living
QA, 2018, heart, -, num, living
QA, 2018, lung, -, num, living
QA, 2018, heart/lung, -, num, living
QA, 2018, kidney, 13.10, pmp, living
QA, 2018, liver, 1.22, pmp, living
QA, 2018, pancreas, -, pmp, living
QA, 2018, heart, -, pmp, living
QA, 2018, lung, -, pmp, living
QA, 2018, heart/lung, -, pmp, living
QA, 2018, kidney, 11, num, deceased
QA, 2018, liver, 5, num, deceased
QA, 2018, pancreas, 0, num, deceased
QA, 2018, heart, 0, num, deceased
QA, 2018, lung, 0, num, deceased
QA, 2018, heart/lung, -, num, deceased
QA, 2018, kidney, 4.5, pmp, deceased
QA, 2018, liver, 2.04, pmp, deceased
QA, 2018, pancreas, 0, pmp, deceased
QA, 2018, heart, 0, pmp, deceased
QA, 2018, lung, 0, pmp, deceased
QA, 2018, heart/lung, -, pmp, deceased
QA, 2018, kidney, 32, num, living
QA, 2018, liver, 3, num, living
QA, 2018, pancreas, -, num, living
QA, 2018, heart, -, num, living
QA, 2018, lung, -, num, living
QA, 2018, heart/lung, -, num, living
QA, 2018, kidney, 13.10, pmp, living
QA, 2018, liver, 1.22, pmp, living
QA, 2018, pancreas, -, pmp, living
QA, 2018, heart, -, pmp, living
QA, 2018, lung, -, pmp, living
QA, 2018, heart/lung, -, pmp, living
QA, 2017, kidney, 10, num, deceased
QA, 2017, liver, 7, num, deceased
QA, 2017, pancreas, 0, num, deceased
QA, 2017, heart, 0, num, deceased
QA, 2017, lung, 0, num, deceased
QA, 2017, heart/lung, -, num, deceased
QA, 2017, kidney, 4, pmp, deceased
QA, 2017, liver, 2.80, pmp, deceased
QA, 2017, pancreas, 0, pmp, deceased
QA, 2017, heart, 0, pmp, deceased
QA, 2017, lung, 0, pmp, deceased
QA, 2017, heart/lung, -, pmp, deceased
QA, 2017, kidney, 37, num, living
QA, 2017, liver, 4, num, living
QA, 2017, pancreas, -, num, living
QA, 2017, heart, -, num, living
QA, 2017, lung, -, num, living
QA, 2017, heart/lung, -, num, living
QA, 2017, kidney, 14.80, pmp, living
QA, 2017, liver, 1.60, pmp, living
QA, 2017, pancreas, -, pmp, living
QA, 2017, heart, -, pmp, living
QA, 2017, lung, -, pmp, living
QA, 2017, heart/lung, -, pmp, living
QA, 2018, kidney, 11, num, deceased
QA, 2018, liver, 5, num, deceased
QA, 2018, pancreas, 0, num, deceased
QA, 2018, heart, 0, num, deceased
QA, 2018, lung, 0, num, deceased
QA, 2018, heart/lung, -, num, deceased
QA, 2018, kidney, 4.5, pmp, deceased
QA, 2018, liver, 2.04, pmp, deceased
QA, 2018, pancreas, 0, pmp, deceased
QA, 2018, heart, 0, pmp, deceased
QA, 2018, lung, 0, pmp, deceased
QA, 2018, heart/lung, -, pmp, deceased
QA, 2018, kidney, 32, num, living
QA, 2018, liver, 3, num, living
QA, 2018, pancreas, -, num, living
QA, 2018, heart, -, num, living
QA, 2018, lung, -, num, living
QA, 2018, heart/lung, -, num, living
QA, 2018, kidney, 13.10, pmp, living
QA, 2018, liver, 1.22, pmp, living
QA, 2018, pancreas, -, pmp, living
QA, 2018, heart, -, pmp, living
QA, 2018, lung, -, pmp, living
QA, 2018, heart/lung, -, pmp, living
RO, 2018, kidney, 119, num, deceased
RO, 2018, liver, 69, num, deceased
RO, 2018, pancreas, 0, num, deceased
RO, 2018, heart, 7, num, deceased
RO, 2018, lung, 4, num, deceased
RO, 2018, heart/lung, -, num, deceased
RO, 2018, kidney, 5.95, pmp, deceased
RO, 2018, liver, 3.45, pmp, deceased
RO, 2018, pancreas, 0, pmp, deceased
RO, 2018, heart, 0.35, pmp, deceased
RO, 2018, lung, 0.2, pmp, deceased
RO, 2018, heart/lung, -, pmp, deceased
RO, 2018, kidney, 64, num, living
RO, 2018, liver, 11, num, living
RO, 2018, pancreas, -, num, living
RO, 2018, heart, -, num, living
RO, 2018, lung, -, num, living
RO, 2018, heart/lung, -, num, living
RO, 2018, kidney, 3.20, pmp, living
RO, 2018, liver, 0.55, pmp, living
RO, 2018, pancreas, -, pmp, living
RO, 2018, heart, -, pmp, living
RO, 2018, lung, -, pmp, living
RO, 2018, heart/lung, -, pmp, living
RO, 2018, kidney, 119, num, deceased
RO, 2018, liver, 69, num, deceased
RO, 2018, pancreas, 0, num, deceased
RO, 2018, heart, 7, num, deceased
RO, 2018, lung, 4, num, deceased
RO, 2018, heart/lung, -, num, deceased
RO, 2018, kidney, 5.95, pmp, deceased
RO, 2018, liver, 3.45, pmp, deceased
RO, 2018, pancreas, 0, pmp, deceased
RO, 2018, heart, 0.35, pmp, deceased
RO, 2018, lung, 0.2, pmp, deceased
RO, 2018, heart/lung, -, pmp, deceased
RO, 2018, kidney, 64, num, living
RO, 2018, liver, 11, num, living
RO, 2018, pancreas, -, num, living
RO, 2018, heart, -, num, living
RO, 2018, lung, -, num, living
RO, 2018, heart/lung, -, num, living
RO, 2018, kidney, 3.20, pmp, living
RO, 2018, liver, 0.55, pmp, living
RO, 2018, pancreas, -, pmp, living
RO, 2018, heart, -, pmp, living
RO, 2018, lung, -, pmp, living
RO, 2018, heart/lung, -, pmp, living
RO, 2018, kidney, 119, num, deceased
RO, 2018, liver, 69, num, deceased
RO, 2018, pancreas, 0, num, deceased
RO, 2018, heart, 7, num, deceased
RO, 2018, lung, 4, num, deceased
RO, 2018, heart/lung, -, num, deceased
RO, 2018, kidney, 5.95, pmp, deceased
RO, 2018, liver, 3.45, pmp, deceased
RO, 2018, pancreas, 0, pmp, deceased
RO, 2018, heart, 0.35, pmp, deceased
RO, 2018, lung, 0.2, pmp, deceased
RO, 2018, heart/lung, -, pmp, deceased
RO, 2018, kidney, 64, num, living
RO, 2018, liver, 11, num, living
RO, 2018, pancreas, -, num, living
RO, 2018, heart, -, num, living
RO, 2018, lung, -, num, living
RO, 2018, heart/lung, -, num, living
RO, 2018, kidney, 3.20, pmp, living
RO, 2018, liver, 0.55, pmp, living
RO, 2018, pancreas, -, pmp, living
RO, 2018, heart, -, pmp, living
RO, 2018, lung, -, pmp, living
RO, 2018, heart/lung, -, pmp, living
RO, 2018, kidney, 119, num, deceased
RO, 2018, liver, 69, num, deceased
RO, 2018, pancreas, 0, num, deceased
RO, 2018, heart, 7, num, deceased
RO, 2018, lung, 4, num, deceased
RO, 2018, heart/lung, -, num, deceased
RO, 2018, kidney, 5.95, pmp, deceased
RO, 2018, liver, 3.45, pmp, deceased
RO, 2018, pancreas, 0, pmp, deceased
RO, 2018, heart, 0.35, pmp, deceased
RO, 2018, lung, 0.2, pmp, deceased
RO, 2018, heart/lung, -, pmp, deceased
RO, 2018, kidney, 64, num, living
RO, 2018, liver, 11, num, living
RO, 2018, pancreas, -, num, living
RO, 2018, heart, -, num, living
RO, 2018, lung, -, num, living
RO, 2018, heart/lung, -, num, living
RO, 2018, kidney, 3.20, pmp, living
RO, 2018, liver, 0.55, pmp, living
RO, 2018, pancreas, -, pmp, living
RO, 2018, heart, -, pmp, living
RO, 2018, lung, -, pmp, living
RO, 2018, heart/lung, -, pmp, living
RO, 2018, kidney, 119, num, deceased
RO, 2018, liver, 69, num, deceased
RO, 2018, pancreas, 0, num, deceased
RO, 2018, heart, 7, num, deceased
RO, 2018, lung, 4, num, deceased
RO, 2018, heart/lung, -, num, deceased
RO, 2018, kidney, 5.95, pmp, deceased
RO, 2018, liver, 3.45, pmp, deceased
RO, 2018, pancreas, 0, pmp, deceased
RO, 2018, heart, 0.35, pmp, deceased
RO, 2018, lung, 0.2, pmp, deceased
RO, 2018, heart/lung, -, pmp, deceased
RO, 2018, kidney, 64, num, living
RO, 2018, liver, 11, num, living
RO, 2018, pancreas, -, num, living
RO, 2018, heart, -, num, living
RO, 2018, lung, -, num, living
RO, 2018, heart/lung, -, num, living
RO, 2018, kidney, 3.20, pmp, living
RO, 2018, liver, 0.55, pmp, living
RO, 2018, pancreas, -, pmp, living
RO, 2018, heart, -, pmp, living
RO, 2018, lung, -, pmp, living
RO, 2018, heart/lung, -, pmp, living
