BD, 1993, kidney, 0, num, deceased
BY, 2018, heart/lung, -, pmp, deceased
BY, 2018, kidney, 6, num, living
BY, 2018, liver, 6, num, living
BY, 2018, pancreas, -, num, living
BY, 2018, heart, -, num, living
BY, 2018, lung, -, num, living
BY, 2018, heart/lung, -, num, living
BY, 2018, kidney, 0.63, pmp, living
BY, 2018, liver, 0.63, pmp, living
BY, 2018, pancreas, -, pmp, living
BY, 2018, heart, -, pmp, living
BY, 2018, lung, -, pmp, living
BY, 2018, heart/lung, -, pmp, living
BY, 2018, kidney, 349, num, deceased
BY, 2018, liver, 74, num, deceased
BY, 2018, pancreas, 1, num, deceased
BY, 2018, heart, 41, num, deceased
BY, 2018, lung, 4, num, deceased
BY, 2018, heart/lung, -, num, deceased
BY, 2018, kidney, 36.70, pmp, deceased
BY, 2018, liver, 7.79, pmp, deceased
BY, 2018, pancreas, 0.1, pmp, deceased
BY, 2018, heart, 4.32, pmp, deceased
BY, 2018, lung, 0.42, pmp, deceased
BY, 2018, heart/lung, -, pmp, deceased
BY, 2018, kidney, 6, num, living
BY, 2018, liver, 6, num, living
BY, 2018, pancreas, -, num, living
BY, 2018, heart, -, num, living
BY, 2018, lung, -, num, living
BY, 2018, heart/lung, -, num, living
BY, 2018, kidney, 0.63, pmp, living
BY, 2018, liver, 0.63, pmp, living
BY, 2018, pancreas, -, pmp, living
BY, 2018, heart, -, pmp, living
BY, 2018, lung, -, pmp, living
BY, 2018, heart/lung, -, pmp, living
BY, 2018, kidney, 349, num, deceased
BY, 2018, liver, 74, num, deceased
BY, 2018, pancreas, 1, num, deceased
BY, 2018, heart, 41, num, deceased
BY, 2018, lung, 4, num, deceased
BY, 2018, heart/lung, -, num, deceased
BY, 2018, kidney, 36.70, pmp, deceased
BY, 2018, liver, 7.79, pmp, deceased
BY, 2018, pancreas, 0.1, pmp, deceased
BY, 2018, heart, 4.32, pmp, deceased
BY, 2018, lung, 0.42, pmp, deceased
BY, 2018, heart/lung, -, pmp, deceased
BY, 2018, kidney, 6, num, living
BY, 2018, liver, 6, num, living
BY, 2018, pancreas, -, num, living
BY, 2018, heart, -, num, living
BY, 2018, lung, -, num, living
BY, 2018, heart/lung, -, num, living
BY, 2018, kidney, 0.63, pmp, living
BY, 2018, liver, 0.63, pmp, living
BY, 2018, pancreas, -, pmp, living
BY, 2018, heart, -, pmp, living
BY, 2018, lung, -, pmp, living
BY, 2018, heart/lung, -, pmp, living
BY, 2018, kidney, 349, num, deceased
BY, 2018, liver, 74, num, deceased
BY, 2018, pancreas, 1, num, deceased
BY, 2018, heart, 41, num, deceased
BY, 2018, lung, 4, num, deceased
BY, 2018, heart/lung, -, num, deceased
BY, 2018, kidney, 36.70, pmp, deceased
BY, 2018, liver, 7.79, pmp, deceased
BY, 2018, pancreas, 0.1, pmp, deceased
BY, 2018, heart, 4.32, pmp, deceased
BY, 2018, lung, 0.42, pmp, deceased
BY, 2018, heart/lung, -, pmp, deceased
BY, 2018, kidney, 6, num, living
BY, 2018, liver, 6, num, living
BY, 2018, pancreas, -, num, living
BY, 2018, heart, -, num, living
BY, 2018, lung, -, num, living
BY, 2018, heart/lung, -, num, living
BY, 2018, kidney, 0.63, pmp, living
BY, 2018, liver, 0.63, pmp, living
BY, 2018, pancreas, -, pmp, living
BY, 2018, heart, -, pmp, living
BY, 2018, lung, -, pmp, living
BY, 2018, heart/lung, -, pmp, living
BY, 2018, kidney, 349, num, deceased
BY, 2018, liver, 74, num, deceased
BY, 2018, pancreas, 1, num, deceased
BY, 2018, heart, 41, num, deceased
BY, 2018, lung, 4, num, deceased
BY, 2018, heart/lung, -, num, deceased
BY, 2018, kidney, 36.70, pmp, deceased
BY, 2018, liver, 7.79, pmp, deceased
BY, 2018, pancreas, 0.1, pmp, deceased
BY, 2018, heart, 4.32, pmp, deceased
BY, 2018, lung, 0.42, pmp, deceased
BY, 2018, heart/lung, -, pmp, deceased
BY, 2018, kidney, 6, num, living
BY, 2018, liver, 6, num, living
BY, 2018, pancreas, -, num, living
BY, 2018, heart, -, num, living
BY, 2018, lung, -, num, living
BY, 2018, heart/lung, -, num, living
BY, 2018, kidney, 0.63, pmp, living
BY, 2018, liver, 0.63, pmp, living
BY, 2018, pancreas, -, pmp, living
BY, 2018, heart, -, pmp, living
BY, 2018, lung, -, pmp, living
BY, 2018, heart/lung, -, pmp, living
BY, 2018, kidney, 349, num, deceased
BY, 2018, liver, 74, num, deceased
BY, 2018, pancreas, 1, num, deceased
BY, 2018, heart, 41, num, deceased
BY, 2018, lung, 4, num, deceased
BY, 2018, heart/lung, -, num, deceased
BY, 2018, kidney, 36.70, pmp, deceased
BY, 2018, liver, 7.79, pmp, deceased
BY, 2018, pancreas, 0.1, pmp, deceased
BY, 2018, heart, 4.32, pmp, deceased
BY, 2018, lung, 0.42, pmp, deceased
BY, 2018, heart/lung, -, pmp, deceased
BY, 2018, kidney, 6, num, living
BY, 2018, liver, 6, num, living
BY, 2018, pancreas, -, num, living
BY, 2018, heart, -, num, living
BY, 2018, lung, -, num, living
BY, 2018, heart/lung, -, num, living
BY, 2018, kidney, 0.63, pmp, living
BY, 2018, liver, 0.63, pmp, living
BY, 2018, pancreas, -, pmp, living
BY, 2018, heart, -, pmp, living
BY, 2018, lung, -, pmp, living
BY, 2018, heart/lung, -, pmp, living
BY, 2018, kidney, 349, num, deceased
BY, 2018, liver, 74, num, deceased
BY, 2018, pancreas, 1, num, deceased
BY, 2018, heart, 41, num, deceased
BY, 2018, lung, 4, num, deceased
BY, 2018, heart/lung, -, num, deceased
BY, 2018, kidney, 36.70, pmp, deceased
BY, 2018, liver, 7.79, pmp, deceased
BY, 2018, pancreas, 0.1, pmp, deceased
BY, 2018, heart, 4.32, pmp, deceased
BY, 2018, lung, 0.42, pmp, deceased
BY, 2018, heart/lung, -, pmp, deceased
BY, 2018, kidney, 6, num, living
BY, 2018, liver, 6, num, living
BY, 2018, pancreas, -, num, living
BY, 2018, heart, -, num, living
BY, 2018, lung, -, num, living
BY, 2018, heart/lung, -, num, living
BY, 2018, kidney, 0.63, pmp, living
BY, 2018, liver, 0.63, pmp, living
BY, 2018, pancreas, -, pmp, living
BY, 2018, heart, -, pmp, living
BY, 2018, lung, -, pmp, living
BY, 2018, heart/lung, -, pmp, living
BY, 2018, kidney, 349, num, deceased
BY, 2018, liver, 74, num, deceased
BY, 2018, pancreas, 1, num, deceased
BY, 2018, heart, 41, num, deceased
BY, 2018, lung, 4, num, deceased
BY, 2018, heart/lung, -, num, deceased
BY, 2018, kidney, 36.70, pmp, deceased
BY, 2018, liver, 7.79, pmp, deceased
BY, 2018, pancreas, 0.1, pmp, deceased
BY, 2018, heart, 4.32, pmp, deceased
BY, 2018, lung, 0.42, pmp, deceased
BY, 2018, heart/lung, -, pmp, deceased
BY, 2018, kidney, 6, num, living
BY, 2018, liver, 6, num, living
BY, 2018, pancreas, -, num, living
BY, 2018, heart, -, num, living
BY, 2018, lung, -, num, living
BY, 2018, heart/lung, -, num, living
BY, 2018, kidney, 0.63, pmp, living
BY, 2018, liver, 0.63, pmp, living
BY, 2018, pancreas, -, pmp, living
BY, 2018, heart, -, pmp, living
BY, 2018, lung, -, pmp, living
BY, 2018, heart/lung, -, pmp, living
BY, 2018, kidney, 349, num, deceased
BY, 2018, liver, 74, num, deceased
BY, 2018, pancreas, 1, num, deceased
BY, 2018, heart, 41, num, deceased
BY, 2018, lung, 4, num, deceased
BY, 2018, heart/lung, -, num, deceased
BY, 2018, kidney, 36.70, pmp, deceased
BY, 2018, liver, 7.79, pmp, deceased
BY, 2018, pancreas, 0.1, pmp, deceased
BY, 2018, heart, 4.32, pmp, deceased
BY, 2018, lung, 0.42, pmp, deceased
BY, 2018, heart/lung, -, pmp, deceased
BY, 2018, kidney, 6, num, living
BY, 2018, liver, 6, num, living
BY, 2018, pancreas, -, num, living
BY, 2018, heart, -, num, living
BY, 2018, lung, -, num, living
BY, 2018, heart/lung, -, num, living
BY, 2018, kidney, 0.63, pmp, living
BY, 2018, liver, 0.63, pmp, living
BY, 2018, pancreas, -, pmp, living
BY, 2018, heart, -, pmp, living
BY, 2018, lung, -, pmp, living
BY, 2018, heart/lung, -, pmp, living
BY, 2018, kidney, 349, num, deceased
BY, 2018, liver, 74, num, deceased
BY, 2018, pancreas, 1, num, deceased
BY, 2018, heart, 41, num, deceased
BY, 2018, lung, 4, num, deceased
BY, 2018, heart/lung, -, num, deceased
BY, 2018, kidney, 36.70, pmp, deceased
BY, 2018, liver, 7.79, pmp, deceased
BY, 2018, pancreas, 0.1, pmp, deceased
BY, 2018, heart, 4.32, pmp, deceased
BY, 2018, lung, 0.42, pmp, deceased
BY, 2018, heart/lung, -, pmp, deceased
BY, 2018, kidney, 6, num, living
BY, 2018, liver, 6, num, living
BY, 2018, pancreas, -, num, living
BY, 2018, heart, -, num, living
BY, 2018, lung, -, num, living
BY, 2018, heart/lung, -, num, living
BY, 2018, kidney, 0.63, pmp, living
BY, 2018, liver, 0.63, pmp, living
BY, 2018, pancreas, -, pmp, living
BY, 2018, heart, -, pmp, living
BY, 2018, lung, -, pmp, living
BY, 2018, heart/lung, -, pmp, living
BY, 2018, kidney, 349, num, deceased
BY, 2018, liver, 74, num, deceased
BY, 2018, pancreas, 1, num, deceased
BY, 2018, heart, 41, num, deceased
BY, 2018, lung, 4, num, deceased
BY, 2018, heart/lung, -, num, deceased
BY, 2018, kidney, 36.70, pmp, deceased
BY, 2018, liver, 7.79, pmp, deceased
BY, 2018, pancreas, 0.1, pmp, deceased
BY, 2018, heart, 4.32, pmp, deceased
BY, 2018, lung, 0.42, pmp, deceased
BY, 2018, heart/lung, -, pmp, deceased
BY, 2018, kidney, 6, num, living
BY, 2018, liver, 6, num, living
BY, 2018, pancreas, -, num, living
BY, 2018, heart, -, num, living
BY, 2018, lung, -, num, living
BY, 2018, heart/lung, -, num, living
BY, 2018, kidney, 0.63, pmp, living
BY, 2018, liver, 0.63, pmp, living
BY, 2018, pancreas, -, pmp, living
BY, 2018, heart, -, pmp, living
BY, 2018, lung, -, pmp, living
BY, 2018, heart/lung, -, pmp, living
BY, 2018, kidney, 349, num, deceased
BY, 2018, liver, 74, num, deceased
BY, 2018, pancreas, 1, num, deceased
BY, 2018, heart, 41, num, deceased
BY, 2018, lung, 4, num, deceased
BY, 2018, heart/lung, -, num, deceased
BY, 2018, kidney, 36.70, pmp, deceased
BY, 2018, liver, 7.79, pmp, deceased
BY, 2018, pancreas, 0.1, pmp, deceased
BY, 2018, heart, 4.32, pmp, deceased
BY, 2018, lung, 0.42, pmp, deceased
BY, 2018, heart/lung, -, pmp, deceased
BY, 2018, kidney, 6, num, living
BY, 2018, liver, 6, num, living
BY, 2018, pancreas, -, num, living
BY, 2018, heart, -, num, living
BY, 2018, lung, -, num, living
BY, 2018, heart/lung, -, num, living
BY, 2018, kidney, 0.63, pmp, living
BY, 2018, liver, 0.63, pmp, living
BY, 2018, pancreas, -, pmp, living
BY, 2018, heart, -, pmp, living
BY, 2018, lung, -, pmp, living
BY, 2018, heart/lung, -, pmp, living
BY, 2008, kidney, 70, num, deceased
BY, 2008, liver, 9, num, deceased
BY, 2008, pancreas, 0, num, deceased
BY, 2008, heart, 0, num, deceased
BY, 2008, lung, 0, num, deceased
BY, 2008, heart/lung, -, num, deceased
BY, 2008, kidney, 7.10, pmp, deceased
BY, 2008, liver, 0.9, pmp, deceased
BY, 2008, pancreas, 0, pmp, deceased
BY, 2008, heart, 0, pmp, deceased
BY, 2008, lung, 0, pmp, deceased
BY, 2008, heart/lung, -, pmp, deceased
BY, 2008, kidney, 5, num, living
BY, 2008, liver, 0, num, living
BY, 2008, pancreas, -, num, living
BY, 2008, heart, -, num, living
BY, 2008, lung, -, num, living
BY, 2008, heart/lung, -, num, living
BY, 2008, kidney, 0.5, pmp, living
BY, 2008, liver, 0, pmp, living
BY, 2008, pancreas, -, pmp, living
BY, 2008, heart, -, pmp, living
BY, 2008, lung, -, pmp, living
BY, 2008, heart/lung, -, pmp, living
BY, 2009, kidney, 100, num, deceased
BY, 2009, liver, 25, num, deceased
BY, 2009, pancreas, 1, num, deceased
BY, 2009, heart, 11, num, deceased
BY, 2009, lung, 0, num, deceased
BY, 2009, heart/lung, -, num, deceased
BY, 2009, kidney, 10.5, pmp, deceased
BY, 2009, liver, 2.63, pmp, deceased
BY, 2009, pancreas, 0.1, pmp, deceased
BY, 2009, heart, 1.16, pmp, deceased
BY, 2009, lung, 0, pmp, deceased
BY, 2009, heart/lung, -, pmp, deceased
BY, 2009, kidney, 6, num, living
BY, 2009, liver, 0, num, living
BY, 2009, pancreas, -, num, living
BY, 2009, heart, -, num, living
BY, 2009, lung, -, num, living
BY, 2009, heart/lung, -, num, living
BY, 2009, kidney, 0.6, pmp, living
BY, 2009, liver, 0, pmp, living
BY, 2009, pancreas, -, pmp, living
BY, 2009, heart, -, pmp, living
BY, 2009, lung, -, pmp, living
BY, 2009, heart/lung, -, pmp, living
BY, 2010, kidney, 115, num, deceased
BY, 2010, liver, 28, num, deceased
BY, 2010, pancreas, 0, num, deceased
BY, 2010, heart, 22, num, deceased
BY, 2010, lung, 0, num, deceased
BY, 2010, heart/lung, -, num, deceased
BY, 2010, kidney, 12.10, pmp, deceased
BY, 2010, liver, 3.9, pmp, deceased
BY, 2010, pancreas, 0, pmp, deceased
BY, 2010, heart, 2.30, pmp, deceased
BY, 2010, lung, 0, pmp, deceased
BY, 2010, heart/lung, -, pmp, deceased
BY, 2010, kidney, 13, num, living
BY, 2010, liver, 2, num, living
BY, 2010, pancreas, -, num, living
BY, 2010, heart, -, num, living
BY, 2010, lung, -, num, living
BY, 2010, heart/lung, -, num, living
BY, 2010, kidney, 1.30, pmp, living
BY, 2010, liver, 0.2, pmp, living
BY, 2010, pancreas, -, pmp, living
BY, 2010, heart, -, pmp, living
BY, 2010, lung, -, pmp, living
BY, 2010, heart/lung, -, pmp, living
BY, 2011, kidney, 167, num, deceased
BY, 2011, liver, 38, num, deceased
BY, 2011, pancreas, 2, num, deceased
BY, 2011, heart, 22, num, deceased
BY, 2011, lung, 0, num, deceased
BY, 2011, heart/lung, -, num, deceased
BY, 2011, kidney, 17.60, pmp, deceased
BY, 2011, liver, 4, pmp, deceased
BY, 2011, pancreas, 0.2, pmp, deceased
BY, 2011, heart, 2.30, pmp, deceased
BY, 2011, lung, 0, pmp, deceased
BY, 2011, heart/lung, -, pmp, deceased
BY, 2011, kidney, 8, num, living
BY, 2011, liver, 2, num, living
BY, 2011, pancreas, -, num, living
BY, 2011, heart, -, num, living
BY, 2011, lung, -, num, living
BY, 2011, heart/lung, -, num, living
BY, 2011, kidney, 0.8, pmp, living
BY, 2011, liver, 0.2, pmp, living
BY, 2011, pancreas, -, pmp, living
BY, 2011, heart, -, pmp, living
BY, 2011, lung, -, pmp, living
BY, 2011, heart/lung, -, pmp, living
BY, 2012, kidney, 174, num, deceased
BY, 2012, liver, 47, num, deceased
BY, 2012, pancreas, 0, num, deceased
BY, 2012, heart, 22, num, deceased
BY, 2012, lung, 0, num, deceased
BY, 2012, heart/lung, -, num, deceased
BY, 2012, kidney, 18.16, pmp, deceased
BY, 2012, liver, 4.91, pmp, deceased
BY, 2012, pancreas, 0, pmp, deceased
BY, 2012, heart, 2.29, pmp, deceased
BY, 2012, lung, 0, pmp, deceased
BY, 2012, heart/lung, -, pmp, deceased
BY, 2012, kidney, 27, num, living
BY, 2012, liver, 2, num, living
BY, 2012, pancreas, -, num, living
BY, 2012, heart, -, num, living
BY, 2012, lung, -, num, living
BY, 2012, heart/lung, -, num, living
BY, 2012, kidney, 2.81, pmp, living
BY, 2012, liver, 0.2, pmp, living
BY, 2012, pancreas, -, pmp, living
BY, 2012, heart, -, pmp, living
BY, 2012, lung, -, pmp, living
BY, 2012, heart/lung, -, pmp, living
BY, 2013, kidney, 286, num, deceased
BY, 2013, liver, 62, num, deceased
BY, 2013, pancreas, 3, num, deceased
BY, 2013, heart, 40, num, deceased
BY, 2013, lung, 0, num, deceased
BY, 2013, heart/lung, -, num, deceased
BY, 2013, kidney, 30.23, pmp, deceased
BY, 2013, liver, 6.60, pmp, deceased
BY, 2013, pancreas, 0.31, pmp, deceased
BY, 2013, heart, 4.20, pmp, deceased
BY, 2013, lung, 0, pmp, deceased
BY, 2013, heart/lung, -, pmp, deceased
BY, 2013, kidney, 24, num, living
BY, 2013, liver, 4, num, living
BY, 2013, pancreas, -, num, living
BY, 2013, heart, -, num, living
BY, 2013, lung, -, num, living
BY, 2013, heart/lung, -, num, living
BY, 2013, kidney, 2.5, pmp, living
BY, 2013, liver, 0.42, pmp, living
BY, 2013, pancreas, -, pmp, living
BY, 2013, heart, -, pmp, living
BY, 2013, lung, -, pmp, living
BY, 2013, heart/lung, -, pmp, living
BY, 2014, kidney, 263, num, deceased
BY, 2014, liver, 63, num, deceased
BY, 2014, pancreas, 2, num, deceased
BY, 2014, heart, 45, num, deceased
BY, 2014, lung, 1, num, deceased
BY, 2014, heart/lung, -, num, deceased
BY, 2014, kidney, 27.90, pmp, deceased
BY, 2014, liver, 6.69, pmp, deceased
BY, 2014, pancreas, 0.21, pmp, deceased
BY, 2014, heart, 4.78, pmp, deceased
BY, 2014, lung, 0.1, pmp, deceased
BY, 2014, heart/lung, -, pmp, deceased
BY, 2014, kidney, 23, num, living
BY, 2014, liver, 5, num, living
BY, 2014, pancreas, -, num, living
BY, 2014, heart, -, num, living
BY, 2014, lung, -, num, living
BY, 2014, heart/lung, -, num, living
BY, 2014, kidney, 2.44, pmp, living
BY, 2014, liver, 0.53, pmp, living
BY, 2014, pancreas, -, pmp, living
BY, 2014, heart, -, pmp, living
BY, 2014, lung, -, pmp, living
BY, 2014, heart/lung, -, pmp, living
BY, 2015, kidney, 311, num, deceased
BY, 2015, liver, 70, num, deceased
BY, 2015, pancreas, 5, num, deceased
BY, 2015, heart, 33, num, deceased
BY, 2015, lung, 2, num, deceased
BY, 2015, heart/lung, -, num, deceased
BY, 2015, kidney, 32.80, pmp, deceased
BY, 2015, liver, 7.38, pmp, deceased
BY, 2015, pancreas, 0.52, pmp, deceased
BY, 2015, heart, 3.40, pmp, deceased
BY, 2015, lung, 0.21, pmp, deceased
BY, 2015, heart/lung, -, pmp, deceased
BY, 2015, kidney, 22, num, living
BY, 2015, liver, 2, num, living
BY, 2015, pancreas, -, num, living
BY, 2015, heart, -, num, living
BY, 2015, lung, -, num, living
BY, 2015, heart/lung, -, num, living
BY, 2015, kidney, 2.30, pmp, living
BY, 2015, liver, 0.21, pmp, living
BY, 2015, pancreas, -, pmp, living
BY, 2015, heart, -, pmp, living
BY, 2015, lung, -, pmp, living
BY, 2015, heart/lung, -, pmp, living
BY, 2016, kidney, 366, num, deceased
BY, 2016, liver, 64, num, deceased
BY, 2016, pancreas, 2, num, deceased
BY, 2016, heart, 44, num, deceased
BY, 2016, lung, 2, num, deceased
BY, 2016, heart/lung, -, num, deceased
BY, 2016, kidney, 38.5, pmp, deceased
BY, 2016, liver, 6.70, pmp, deceased
BY, 2016, pancreas, 0.2, pmp, deceased
BY, 2016, heart, 4.60, pmp, deceased
BY, 2016, lung, 0.21, pmp, deceased
BY, 2016, heart/lung, -, pmp, deceased
BY, 2016, kidney, 18, num, living
BY, 2016, liver, 6, num, living
BY, 2016, pancreas, -, num, living
BY, 2016, heart, -, num, living
BY, 2016, lung, -, num, living
BY, 2016, heart/lung, -, num, living
BY, 2016, kidney, 1.8, pmp, living
BY, 2016, liver, 0.63, pmp, living
BY, 2016, pancreas, -, pmp, living
BY, 2016, heart, -, pmp, living
BY, 2016, lung, -, pmp, living
BY, 2016, heart/lung, -, pmp, living
BY, 2017, kidney, 353, num, deceased
BY, 2017, liver, 77, num, deceased
BY, 2017, pancreas, 6, num, deceased
BY, 2017, heart, 39, num, deceased
BY, 2017, lung, 5, num, deceased
BY, 2017, heart/lung, -, num, deceased
BY, 2017, kidney, 37.23, pmp, deceased
BY, 2017, liver, 8.14, pmp, deceased
BY, 2017, pancreas, 0.63, pmp, deceased
BY, 2017, heart, 4.12, pmp, deceased
BY, 2017, lung, 0.53, pmp, deceased
BY, 2017, heart/lung, -, pmp, deceased
BY, 2017, kidney, 9, num, living
BY, 2017, liver, 2, num, living
BY, 2017, pancreas, -, num, living
BY, 2017, heart, -, num, living
BY, 2017, lung, -, num, living
BY, 2017, heart/lung, -, num, living
BY, 2017, kidney, 0.95, pmp, living
BY, 2017, liver, 0.21, pmp, living
BY, 2017, pancreas, -, pmp, living
BY, 2017, heart, -, pmp, living
BY, 2017, lung, -, pmp, living
BY, 2017, heart/lung, -, pmp, living
BY, 2018, kidney, 349, num, deceased
BY, 2018, liver, 74, num, deceased
BY, 2018, pancreas, 1, num, deceased
BY, 2018, heart, 41, num, deceased
BY, 2018, lung, 4, num, deceased
BY, 2018, heart/lung, -, num, deceased
BY, 2018, kidney, 36.70, pmp, deceased
BY, 2018, liver, 7.79, pmp, deceased
BY, 2018, pancreas, 0.1, pmp, deceased
BY, 2018, heart, 4.32, pmp, deceased
BY, 2018, lung, 0.42, pmp, deceased
BY, 2018, heart/lung, -, pmp, deceased
BY, 2018, kidney, 6, num, living
BY, 2018, liver, 6, num, living
BY, 2018, pancreas, -, num, living
BY, 2018, heart, -, num, living
BY, 2018, lung, -, num, living
BY, 2018, heart/lung, -, num, living
BY, 2018, kidney, 0.63, pmp, living
BY, 2018, liver, 0.63, pmp, living
BY, 2018, pancreas, -, pmp, living
BY, 2018, heart, -, pmp, living
BY, 2018, lung, -, pmp, living
BY, 2018, heart/lung, -, pmp, living
BE, 1993, kidney, 0, num, deceased
BE, 1993, liver, 0, num, deceased
BE, 1993, pancreas, 0, num, deceased
BE, 1993, heart, 0, num, deceased
BE, 1993, lung, 0, num, deceased
BE, 1993, heart/lung, -, num, deceased
BE, 1993, kidney, 0, pmp, deceased
BE, 1993, liver, 0, pmp, deceased
BE, 1993, pancreas, 0, pmp, deceased
BE, 1993, heart, 0, pmp, deceased
BE, 1993, lung, 0, pmp, deceased
BE, 1993, heart/lung, -, pmp, deceased
BE, 1993, kidney, 0, num, living
BE, 1993, liver, 0, num, living
BE, 1993, pancreas, -, num, living
BE, 1993, heart, -, num, living
BE, 1993, lung, -, num, living
BE, 1993, heart/lung, -, num, living
BE, 1993, kidney, 0, pmp, living
BE, 1993, liver, 0, pmp, living
BE, 1993, pancreas, -, pmp, living
BE, 1993, heart, -, pmp, living
BE, 1993, lung, -, pmp, living
BE, 1993, heart/lung, -, pmp, living
BE, 1994, kidney, 0, num, deceased
BE, 1994, liver, 0, num, deceased
BE, 1994, pancreas, 0, num, deceased
BE, 1994, heart, 0, num, deceased
BE, 1994, lung, 0, num, deceased
BE, 1994, heart/lung, -, num, deceased
BE, 1994, kidney, 0, pmp, deceased
BE, 1994, liver, 0, pmp, deceased
BE, 1994, pancreas, 0, pmp, deceased
BE, 1994, heart, 0, pmp, deceased
BE, 1994, lung, 0, pmp, deceased
BE, 1994, heart/lung, -, pmp, deceased
BE, 1994, kidney, 0, num, living
BE, 1994, liver, 0, num, living
BE, 1994, pancreas, -, num, living
BE, 1994, heart, -, num, living
BE, 1994, lung, -, num, living
BE, 1994, heart/lung, -, num, living
BE, 1994, kidney, 0, pmp, living
BE, 1994, liver, 0, pmp, living
BE, 1994, pancreas, -, pmp, living
BE, 1994, heart, -, pmp, living
BE, 1994, lung, -, pmp, living
BE, 1994, heart/lung, -, pmp, living
BE, 1995, kidney, 0, num, deceased
BE, 1995, liver, 0, num, deceased
BE, 1995, pancreas, 0, num, deceased
BE, 1995, heart, 0, num, deceased
BE, 1995, lung, 0, num, deceased
BE, 1995, heart/lung, -, num, deceased
BE, 1995, kidney, 0, pmp, deceased
BE, 1995, liver, 0, pmp, deceased
BE, 1995, pancreas, 0, pmp, deceased
BE, 1995, heart, 0, pmp, deceased
BE, 1995, lung, 0, pmp, deceased
BE, 1995, heart/lung, -, pmp, deceased
BE, 1995, kidney, 0, num, living
BE, 1995, liver, 0, num, living
BE, 1995, pancreas, -, num, living
BE, 1995, heart, -, num, living
BE, 1995, lung, -, num, living
BE, 1995, heart/lung, -, num, living
BE, 1995, kidney, 0, pmp, living
BE, 1995, liver, 0, pmp, living
BE, 1995, pancreas, -, pmp, living
BE, 1995, heart, -, pmp, living
BE, 1995, lung, -, pmp, living
BE, 1995, heart/lung, -, pmp, living
BE, 1996, kidney, 0, num, deceased
BE, 1996, liver, 0, num, deceased
BE, 1996, pancreas, 0, num, deceased
BE, 1996, heart, 0, num, deceased
BE, 1996, lung, 0, num, deceased
BE, 1996, heart/lung, -, num, deceased
BE, 1996, kidney, 0, pmp, deceased
BE, 1996, liver, 0, pmp, deceased
BE, 1996, pancreas, 0, pmp, deceased
BE, 1996, heart, 0, pmp, deceased
BE, 1996, lung, 0, pmp, deceased
BE, 1996, heart/lung, -, pmp, deceased
BE, 1996, kidney, 5, num, living
BE, 1996, liver, 0, num, living
BE, 1996, pancreas, -, num, living
BE, 1996, heart, -, num, living
BE, 1996, lung, -, num, living
BE, 1996, heart/lung, -, num, living
BE, 1996, kidney, 0.5, pmp, living
BE, 1996, liver, 0, pmp, living
BE, 1996, pancreas, -, pmp, living
BE, 1996, heart, -, pmp, living
BE, 1996, lung, -, pmp, living
BE, 1996, heart/lung, -, pmp, living
BE, 1997, kidney, 0, num, deceased
BE, 1997, liver, 0, num, deceased
BE, 1997, pancreas, 0, num, deceased
BE, 1997, heart, 0, num, deceased
BE, 1997, lung, 0, num, deceased
BE, 1997, heart/lung, -, num, deceased
BE, 1997, kidney, 0, pmp, deceased
BE, 1997, liver, 0, pmp, deceased
BE, 1997, pancreas, 0, pmp, deceased
BE, 1997, heart, 0, pmp, deceased
BE, 1997, lung, 0, pmp, deceased
BE, 1997, heart/lung, -, pmp, deceased
BE, 1997, kidney, 12, num, living
BE, 1997, liver, 0, num, living
BE, 1997, pancreas, -, num, living
BE, 1997, heart, -, num, living
BE, 1997, lung, -, num, living
BE, 1997, heart/lung, -, num, living
BE, 1997, kidney, 1.20, pmp, living
BE, 1997, liver, 0, pmp, living
BE, 1997, pancreas, -, pmp, living
BE, 1997, heart, -, pmp, living
BE, 1997, lung, -, pmp, living
BE, 1997, heart/lung, -, pmp, living
BE, 1998, kidney, 0, num, deceased
BE, 1998, liver, 0, num, deceased
BE, 1998, pancreas, 0, num, deceased
BE, 1998, heart, 0, num, deceased
BE, 1998, lung, 0, num, deceased
BE, 1998, heart/lung, -, num, deceased
BE, 1998, kidney, 0, pmp, deceased
BE, 1998, liver, 0, pmp, deceased
BE, 1998, pancreas, 0, pmp, deceased
BE, 1998, heart, 0, pmp, deceased
BE, 1998, lung, 0, pmp, deceased
BE, 1998, heart/lung, -, pmp, deceased
BE, 1998, kidney, 20, num, living
BE, 1998, liver, 0, num, living
BE, 1998, pancreas, -, num, living
BE, 1998, heart, -, num, living
BE, 1998, lung, -, num, living
BE, 1998, heart/lung, -, num, living
BE, 1998, kidney, 1.9, pmp, living
BE, 1998, liver, 0, pmp, living
BE, 1998, pancreas, -, pmp, living
BE, 1998, heart, -, pmp, living
BE, 1998, lung, -, pmp, living
BE, 1998, heart/lung, -, pmp, living
BE, 1999, kidney, 401, num, deceased
BE, 1999, liver, 193, num, deceased
BE, 1999, pancreas, 0, num, deceased
BE, 1999, heart, 93, num, deceased
BE, 1999, lung, 13, num, deceased
BE, 1999, heart/lung, -, num, deceased
BE, 1999, kidney, 40.10, pmp, deceased
BE, 1999, liver, 19.30, pmp, deceased
BE, 1999, pancreas, 0, pmp, deceased
BE, 1999, heart, 9.30, pmp, deceased
BE, 1999, lung, 1.30, pmp, deceased
BE, 1999, heart/lung, -, pmp, deceased
BE, 1999, kidney, 18, num, living
