KW, 2017, kidney, 29, num, deceased
LB, 2011, heart/lung, -, pmp, deceased
LB, 2011, kidney, 65, num, living
LB, 2011, liver, 0, num, living
LB, 2011, pancreas, -, num, living
LB, 2011, heart, -, num, living
LB, 2011, lung, -, num, living
LB, 2011, heart/lung, -, num, living
LB, 2011, kidney, 16.20, pmp, living
LB, 2011, liver, 0, pmp, living
LB, 2011, pancreas, -, pmp, living
LB, 2011, heart, -, pmp, living
LB, 2011, lung, -, pmp, living
LB, 2011, heart/lung, -, pmp, living
LB, 2012, kidney, 12, num, deceased
LB, 2012, liver, 0, num, deceased
LB, 2012, pancreas, 0, num, deceased
LB, 2012, heart, 3, num, deceased
LB, 2012, lung, 0, num, deceased
LB, 2012, heart/lung, -, num, deceased
LB, 2012, kidney, 3, pmp, deceased
LB, 2012, liver, 0, pmp, deceased
LB, 2012, pancreas, 0, pmp, deceased
LB, 2012, heart, 0.75, pmp, deceased
LB, 2012, lung, 0, pmp, deceased
LB, 2012, heart/lung, -, pmp, deceased
LB, 2012, kidney, 84, num, living
LB, 2012, liver, 0, num, living
LB, 2012, pancreas, -, num, living
LB, 2012, heart, -, num, living
LB, 2012, lung, -, num, living
LB, 2012, heart/lung, -, num, living
LB, 2012, kidney, 22, pmp, living
LB, 2012, liver, 0, pmp, living
LB, 2012, pancreas, -, pmp, living
LB, 2012, heart, -, pmp, living
LB, 2012, lung, -, pmp, living
LB, 2012, heart/lung, -, pmp, living
LB, 2013, kidney, 10, num, deceased
LB, 2013, liver, 4, num, deceased
LB, 2013, pancreas, 0, num, deceased
LB, 2013, heart, 2, num, deceased
LB, 2013, lung, 0, num, deceased
LB, 2013, heart/lung, -, num, deceased
LB, 2013, kidney, 2.5, pmp, deceased
LB, 2013, liver, 1, pmp, deceased
LB, 2013, pancreas, 0, pmp, deceased
LB, 2013, heart, 0.5, pmp, deceased
LB, 2013, lung, 0, pmp, deceased
LB, 2013, heart/lung, -, pmp, deceased
LB, 2013, kidney, 109, num, living
LB, 2013, liver, 0, num, living
LB, 2013, pancreas, -, num, living
LB, 2013, heart, -, num, living
LB, 2013, lung, -, num, living
LB, 2013, heart/lung, -, num, living
LB, 2013, kidney, 27.25, pmp, living
LB, 2013, liver, 0, pmp, living
LB, 2013, pancreas, -, pmp, living
LB, 2013, heart, -, pmp, living
LB, 2013, lung, -, pmp, living
LB, 2013, heart/lung, -, pmp, living
LB, 2017, kidney, 10, num, deceased
LB, 2017, liver, 1, num, deceased
LB, 2017, pancreas, 0, num, deceased
LB, 2017, heart, 6, num, deceased
LB, 2017, lung, 0, num, deceased
LB, 2017, heart/lung, -, num, deceased
LB, 2017, kidney, 2.20, pmp, deceased
LB, 2017, liver, 0.22, pmp, deceased
LB, 2017, pancreas, 0, pmp, deceased
LB, 2017, heart, 1.33, pmp, deceased
LB, 2017, lung, 0, pmp, deceased
LB, 2017, heart/lung, -, pmp, deceased
LB, 2017, kidney, 105, num, living
LB, 2017, liver, 3, num, living
LB, 2017, pancreas, -, num, living
LB, 2017, heart, -, num, living
LB, 2017, lung, -, num, living
LB, 2017, heart/lung, -, num, living
LB, 2017, kidney, 23.33, pmp, living
LB, 2017, liver, 0.66, pmp, living
LB, 2017, pancreas, -, pmp, living
LB, 2017, heart, -, pmp, living
LB, 2017, lung, -, pmp, living
LB, 2017, heart/lung, -, pmp, living
LB, 2017, kidney, 10, num, deceased
LB, 2017, liver, 1, num, deceased
LB, 2017, pancreas, 0, num, deceased
LB, 2017, heart, 6, num, deceased
LB, 2017, lung, 0, num, deceased
LB, 2017, heart/lung, -, num, deceased
LB, 2017, kidney, 2.20, pmp, deceased
LB, 2017, liver, 0.22, pmp, deceased
LB, 2017, pancreas, 0, pmp, deceased
LB, 2017, heart, 1.33, pmp, deceased
LB, 2017, lung, 0, pmp, deceased
LB, 2017, heart/lung, -, pmp, deceased
LB, 2017, kidney, 105, num, living
LB, 2017, liver, 3, num, living
LB, 2017, pancreas, -, num, living
LB, 2017, heart, -, num, living
LB, 2017, lung, -, num, living
LB, 2017, heart/lung, -, num, living
LB, 2017, kidney, 23.33, pmp, living
LB, 2017, liver, 0.66, pmp, living
LB, 2017, pancreas, -, pmp, living
LB, 2017, heart, -, pmp, living
LB, 2017, lung, -, pmp, living
LB, 2017, heart/lung, -, pmp, living
LB, 2017, kidney, 10, num, deceased
LB, 2017, liver, 1, num, deceased
LB, 2017, pancreas, 0, num, deceased
LB, 2017, heart, 6, num, deceased
LB, 2017, lung, 0, num, deceased
LB, 2017, heart/lung, -, num, deceased
LB, 2017, kidney, 2.20, pmp, deceased
LB, 2017, liver, 0.22, pmp, deceased
LB, 2017, pancreas, 0, pmp, deceased
LB, 2017, heart, 1.33, pmp, deceased
LB, 2017, lung, 0, pmp, deceased
LB, 2017, heart/lung, -, pmp, deceased
LB, 2017, kidney, 105, num, living
LB, 2017, liver, 3, num, living
LB, 2017, pancreas, -, num, living
LB, 2017, heart, -, num, living
LB, 2017, lung, -, num, living
LB, 2017, heart/lung, -, num, living
LB, 2017, kidney, 23.33, pmp, living
LB, 2017, liver, 0.66, pmp, living
LB, 2017, pancreas, -, pmp, living
LB, 2017, heart, -, pmp, living
LB, 2017, lung, -, pmp, living
LB, 2017, heart/lung, -, pmp, living
LB, 2017, kidney, 10, num, deceased
LB, 2017, liver, 1, num, deceased
LB, 2017, pancreas, 0, num, deceased
LB, 2017, heart, 6, num, deceased
LB, 2017, lung, 0, num, deceased
LB, 2017, heart/lung, -, num, deceased
LB, 2017, kidney, 2.20, pmp, deceased
LB, 2017, liver, 0.22, pmp, deceased
LB, 2017, pancreas, 0, pmp, deceased
LB, 2017, heart, 1.33, pmp, deceased
LB, 2017, lung, 0, pmp, deceased
LB, 2017, heart/lung, -, pmp, deceased
LB, 2017, kidney, 105, num, living
LB, 2017, liver, 3, num, living
LB, 2017, pancreas, -, num, living
LB, 2017, heart, -, num, living
LB, 2017, lung, -, num, living
LB, 2017, heart/lung, -, num, living
LB, 2017, kidney, 23.33, pmp, living
LB, 2017, liver, 0.66, pmp, living
LB, 2017, pancreas, -, pmp, living
LB, 2017, heart, -, pmp, living
LB, 2017, lung, -, pmp, living
LB, 2017, heart/lung, -, pmp, living
LB, 2017, kidney, 10, num, deceased
LB, 2017, liver, 1, num, deceased
LB, 2017, pancreas, 0, num, deceased
LB, 2017, heart, 6, num, deceased
LB, 2017, lung, 0, num, deceased
LB, 2017, heart/lung, -, num, deceased
LB, 2017, kidney, 2.20, pmp, deceased
LB, 2017, liver, 0.22, pmp, deceased
LB, 2017, pancreas, 0, pmp, deceased
LB, 2017, heart, 1.33, pmp, deceased
LB, 2017, lung, 0, pmp, deceased
LB, 2017, heart/lung, -, pmp, deceased
LB, 2017, kidney, 105, num, living
LB, 2017, liver, 3, num, living
LB, 2017, pancreas, -, num, living
LB, 2017, heart, -, num, living
LB, 2017, lung, -, num, living
LB, 2017, heart/lung, -, num, living
LB, 2017, kidney, 23.33, pmp, living
LB, 2017, liver, 0.66, pmp, living
LB, 2017, pancreas, -, pmp, living
LB, 2017, heart, -, pmp, living
LB, 2017, lung, -, pmp, living
LB, 2017, heart/lung, -, pmp, living
LY, 2012, kidney, 0, num, deceased
LY, 2012, liver, 0, num, deceased
LY, 2012, pancreas, 0, num, deceased
LY, 2012, heart, 0, num, deceased
LY, 2012, lung, 0, num, deceased
LY, 2012, heart/lung, -, num, deceased
LY, 2012, kidney, 0, pmp, deceased
LY, 2012, liver, 0, pmp, deceased
LY, 2012, pancreas, 0, pmp, deceased
LY, 2012, heart, 0, pmp, deceased
LY, 2012, lung, 0, pmp, deceased
LY, 2012, heart/lung, -, pmp, deceased
LY, 2012, kidney, 0, num, living
LY, 2012, liver, 0, num, living
LY, 2012, pancreas, -, num, living
LY, 2012, heart, -, num, living
LY, 2012, lung, -, num, living
LY, 2012, heart/lung, -, num, living
LY, 2012, kidney, 0, pmp, living
LY, 2012, liver, 0, pmp, living
LY, 2012, pancreas, -, pmp, living
LY, 2012, heart, -, pmp, living
LY, 2012, lung, -, pmp, living
LY, 2012, heart/lung, -, pmp, living
LY, 2012, kidney, 0, num, deceased
LY, 2012, liver, 0, num, deceased
LY, 2012, pancreas, 0, num, deceased
LY, 2012, heart, 0, num, deceased
LY, 2012, lung, 0, num, deceased
LY, 2012, heart/lung, -, num, deceased
LY, 2012, kidney, 0, pmp, deceased
LY, 2012, liver, 0, pmp, deceased
LY, 2012, pancreas, 0, pmp, deceased
LY, 2012, heart, 0, pmp, deceased
LY, 2012, lung, 0, pmp, deceased
LY, 2012, heart/lung, -, pmp, deceased
LY, 2012, kidney, 0, num, living
LY, 2012, liver, 0, num, living
LY, 2012, pancreas, -, num, living
LY, 2012, heart, -, num, living
LY, 2012, lung, -, num, living
LY, 2012, heart/lung, -, num, living
LY, 2012, kidney, 0, pmp, living
LY, 2012, liver, 0, pmp, living
LY, 2012, pancreas, -, pmp, living
LY, 2012, heart, -, pmp, living
LY, 2012, lung, -, pmp, living
LY, 2012, heart/lung, -, pmp, living
LY, 2012, kidney, 0, num, deceased
LY, 2012, liver, 0, num, deceased
LY, 2012, pancreas, 0, num, deceased
LY, 2012, heart, 0, num, deceased
LY, 2012, lung, 0, num, deceased
LY, 2012, heart/lung, -, num, deceased
LY, 2012, kidney, 0, pmp, deceased
LY, 2012, liver, 0, pmp, deceased
LY, 2012, pancreas, 0, pmp, deceased
LY, 2012, heart, 0, pmp, deceased
LY, 2012, lung, 0, pmp, deceased
LY, 2012, heart/lung, -, pmp, deceased
LY, 2012, kidney, 0, num, living
LY, 2012, liver, 0, num, living
LY, 2012, pancreas, -, num, living
LY, 2012, heart, -, num, living
LY, 2012, lung, -, num, living
LY, 2012, heart/lung, -, num, living
LY, 2012, kidney, 0, pmp, living
LY, 2012, liver, 0, pmp, living
LY, 2012, pancreas, -, pmp, living
LY, 2012, heart, -, pmp, living
LY, 2012, lung, -, pmp, living
LY, 2012, heart/lung, -, pmp, living
LY, 2012, kidney, 0, num, deceased
LY, 2012, liver, 0, num, deceased
LY, 2012, pancreas, 0, num, deceased
LY, 2012, heart, 0, num, deceased
LY, 2012, lung, 0, num, deceased
LY, 2012, heart/lung, -, num, deceased
LY, 2012, kidney, 0, pmp, deceased
LY, 2012, liver, 0, pmp, deceased
LY, 2012, pancreas, 0, pmp, deceased
LY, 2012, heart, 0, pmp, deceased
LY, 2012, lung, 0, pmp, deceased
LY, 2012, heart/lung, -, pmp, deceased
LY, 2012, kidney, 0, num, living
LY, 2012, liver, 0, num, living
LY, 2012, pancreas, -, num, living
LY, 2012, heart, -, num, living
LY, 2012, lung, -, num, living
LY, 2012, heart/lung, -, num, living
LY, 2012, kidney, 0, pmp, living
LY, 2012, liver, 0, pmp, living
LY, 2012, pancreas, -, pmp, living
LY, 2012, heart, -, pmp, living
LY, 2012, lung, -, pmp, living
LY, 2012, heart/lung, -, pmp, living
LY, 2012, kidney, 0, num, deceased
LY, 2012, liver, 0, num, deceased
LY, 2012, pancreas, 0, num, deceased
LY, 2012, heart, 0, num, deceased
LY, 2012, lung, 0, num, deceased
LY, 2012, heart/lung, -, num, deceased
LY, 2012, kidney, 0, pmp, deceased
LY, 2012, liver, 0, pmp, deceased
LY, 2012, pancreas, 0, pmp, deceased
LY, 2012, heart, 0, pmp, deceased
LY, 2012, lung, 0, pmp, deceased
LY, 2012, heart/lung, -, pmp, deceased
LY, 2012, kidney, 0, num, living
LY, 2012, liver, 0, num, living
LY, 2012, pancreas, -, num, living
LY, 2012, heart, -, num, living
LY, 2012, lung, -, num, living
LY, 2012, heart/lung, -, num, living
LY, 2012, kidney, 0, pmp, living
LY, 2012, liver, 0, pmp, living
LY, 2012, pancreas, -, pmp, living
LY, 2012, heart, -, pmp, living
LY, 2012, lung, -, pmp, living
LY, 2012, heart/lung, -, pmp, living
LY, 2012, kidney, 0, num, deceased
LY, 2012, liver, 0, num, deceased
LY, 2012, pancreas, 0, num, deceased
LY, 2012, heart, 0, num, deceased
LY, 2012, lung, 0, num, deceased
LY, 2012, heart/lung, -, num, deceased
LY, 2012, kidney, 0, pmp, deceased
LY, 2012, liver, 0, pmp, deceased
LY, 2012, pancreas, 0, pmp, deceased
LY, 2012, heart, 0, pmp, deceased
LY, 2012, lung, 0, pmp, deceased
LY, 2012, heart/lung, -, pmp, deceased
LY, 2012, kidney, 0, num, living
LY, 2012, liver, 0, num, living
LY, 2012, pancreas, -, num, living
LY, 2012, heart, -, num, living
LY, 2012, lung, -, num, living
LY, 2012, heart/lung, -, num, living
LY, 2012, kidney, 0, pmp, living
LY, 2012, liver, 0, pmp, living
LY, 2012, pancreas, -, pmp, living
LY, 2012, heart, -, pmp, living
LY, 2012, lung, -, pmp, living
LY, 2012, heart/lung, -, pmp, living
LY, 2012, kidney, 0, num, deceased
LY, 2012, liver, 0, num, deceased
LY, 2012, pancreas, 0, num, deceased
LY, 2012, heart, 0, num, deceased
LY, 2012, lung, 0, num, deceased
LY, 2012, heart/lung, -, num, deceased
LY, 2012, kidney, 0, pmp, deceased
LY, 2012, liver, 0, pmp, deceased
LY, 2012, pancreas, 0, pmp, deceased
LY, 2012, heart, 0, pmp, deceased
LY, 2012, lung, 0, pmp, deceased
LY, 2012, heart/lung, -, pmp, deceased
LY, 2012, kidney, 0, num, living
LY, 2012, liver, 0, num, living
LY, 2012, pancreas, -, num, living
LY, 2012, heart, -, num, living
LY, 2012, lung, -, num, living
LY, 2012, heart/lung, -, num, living
LY, 2012, kidney, 0, pmp, living
LY, 2012, liver, 0, pmp, living
LY, 2012, pancreas, -, pmp, living
LY, 2012, heart, -, pmp, living
LY, 2012, lung, -, pmp, living
LY, 2012, heart/lung, -, pmp, living
LY, 2012, kidney, 0, num, deceased
LY, 2012, liver, 0, num, deceased
LY, 2012, pancreas, 0, num, deceased
LY, 2012, heart, 0, num, deceased
LY, 2012, lung, 0, num, deceased
LY, 2012, heart/lung, -, num, deceased
LY, 2012, kidney, 0, pmp, deceased
LY, 2012, liver, 0, pmp, deceased
LY, 2012, pancreas, 0, pmp, deceased
LY, 2012, heart, 0, pmp, deceased
LY, 2012, lung, 0, pmp, deceased
LY, 2012, heart/lung, -, pmp, deceased
LY, 2012, kidney, 0, num, living
LY, 2012, liver, 0, num, living
LY, 2012, pancreas, -, num, living
LY, 2012, heart, -, num, living
LY, 2012, lung, -, num, living
LY, 2012, heart/lung, -, num, living
LY, 2012, kidney, 0, pmp, living
LY, 2012, liver, 0, pmp, living
LY, 2012, pancreas, -, pmp, living
LY, 2012, heart, -, pmp, living
LY, 2012, lung, -, pmp, living
LY, 2012, heart/lung, -, pmp, living
LY, 2012, kidney, 0, num, deceased
LY, 2012, liver, 0, num, deceased
LY, 2012, pancreas, 0, num, deceased
LY, 2012, heart, 0, num, deceased
LY, 2012, lung, 0, num, deceased
LY, 2012, heart/lung, -, num, deceased
LY, 2012, kidney, 0, pmp, deceased
LY, 2012, liver, 0, pmp, deceased
LY, 2012, pancreas, 0, pmp, deceased
LY, 2012, heart, 0, pmp, deceased
LY, 2012, lung, 0, pmp, deceased
LY, 2012, heart/lung, -, pmp, deceased
LY, 2012, kidney, 0, num, living
LY, 2012, liver, 0, num, living
LY, 2012, pancreas, -, num, living
LY, 2012, heart, -, num, living
LY, 2012, lung, -, num, living
LY, 2012, heart/lung, -, num, living
LY, 2012, kidney, 0, pmp, living
LY, 2012, liver, 0, pmp, living
LY, 2012, pancreas, -, pmp, living
LY, 2012, heart, -, pmp, living
LY, 2012, lung, -, pmp, living
LY, 2012, heart/lung, -, pmp, living
LY, 2012, kidney, 0, num, deceased
LY, 2012, liver, 0, num, deceased
LY, 2012, pancreas, 0, num, deceased
LY, 2012, heart, 0, num, deceased
LY, 2012, lung, 0, num, deceased
LY, 2012, heart/lung, -, num, deceased
LY, 2012, kidney, 0, pmp, deceased
LY, 2012, liver, 0, pmp, deceased
LY, 2012, pancreas, 0, pmp, deceased
LY, 2012, heart, 0, pmp, deceased
LY, 2012, lung, 0, pmp, deceased
LY, 2012, heart/lung, -, pmp, deceased
LY, 2012, kidney, 0, num, living
LY, 2012, liver, 0, num, living
LY, 2012, pancreas, -, num, living
LY, 2012, heart, -, num, living
LY, 2012, lung, -, num, living
LY, 2012, heart/lung, -, num, living
LY, 2012, kidney, 0, pmp, living
LY, 2012, liver, 0, pmp, living
LY, 2012, pancreas, -, pmp, living
LY, 2012, heart, -, pmp, living
LY, 2012, lung, -, pmp, living
LY, 2012, heart/lung, -, pmp, living
LY, 2012, kidney, 0, num, deceased
LY, 2012, liver, 0, num, deceased
LY, 2012, pancreas, 0, num, deceased
LY, 2012, heart, 0, num, deceased
LY, 2012, lung, 0, num, deceased
LY, 2012, heart/lung, -, num, deceased
LY, 2012, kidney, 0, pmp, deceased
LY, 2012, liver, 0, pmp, deceased
LY, 2012, pancreas, 0, pmp, deceased
LY, 2012, heart, 0, pmp, deceased
LY, 2012, lung, 0, pmp, deceased
LY, 2012, heart/lung, -, pmp, deceased
LY, 2012, kidney, 0, num, living
LY, 2012, liver, 0, num, living
LY, 2012, pancreas, -, num, living
LY, 2012, heart, -, num, living
LY, 2012, lung, -, num, living
LY, 2012, heart/lung, -, num, living
LY, 2012, kidney, 0, pmp, living
LY, 2012, liver, 0, pmp, living
LY, 2012, pancreas, -, pmp, living
LY, 2012, heart, -, pmp, living
LY, 2012, lung, -, pmp, living
LY, 2012, heart/lung, -, pmp, living
LY, 2012, kidney, 0, num, deceased
LY, 2012, liver, 0, num, deceased
LY, 2012, pancreas, 0, num, deceased
LY, 2012, heart, 0, num, deceased
LY, 2012, lung, 0, num, deceased
LY, 2012, heart/lung, -, num, deceased
LY, 2012, kidney, 0, pmp, deceased
LY, 2012, liver, 0, pmp, deceased
LY, 2012, pancreas, 0, pmp, deceased
LY, 2012, heart, 0, pmp, deceased
LY, 2012, lung, 0, pmp, deceased
LY, 2012, heart/lung, -, pmp, deceased
LY, 2012, kidney, 0, num, living
LY, 2012, liver, 0, num, living
LY, 2012, pancreas, -, num, living
LY, 2012, heart, -, num, living
LY, 2012, lung, -, num, living
LY, 2012, heart/lung, -, num, living
LY, 2012, kidney, 0, pmp, living
LY, 2012, liver, 0, pmp, living
LY, 2012, pancreas, -, pmp, living
LY, 2012, heart, -, pmp, living
LY, 2012, lung, -, pmp, living
LY, 2012, heart/lung, -, pmp, living
LY, 2012, kidney, 0, num, deceased
LY, 2012, liver, 0, num, deceased
LY, 2012, pancreas, 0, num, deceased
LY, 2012, heart, 0, num, deceased
LY, 2012, lung, 0, num, deceased
LY, 2012, heart/lung, -, num, deceased
LY, 2012, kidney, 0, pmp, deceased
LY, 2012, liver, 0, pmp, deceased
LY, 2012, pancreas, 0, pmp, deceased
LY, 2012, heart, 0, pmp, deceased
LY, 2012, lung, 0, pmp, deceased
LY, 2012, heart/lung, -, pmp, deceased
LY, 2012, kidney, 0, num, living
LY, 2012, liver, 0, num, living
LY, 2012, pancreas, -, num, living
LY, 2012, heart, -, num, living
LY, 2012, lung, -, num, living
LY, 2012, heart/lung, -, num, living
LY, 2012, kidney, 0, pmp, living
LY, 2012, liver, 0, pmp, living
LY, 2012, pancreas, -, pmp, living
LY, 2012, heart, -, pmp, living
LY, 2012, lung, -, pmp, living
LY, 2012, heart/lung, -, pmp, living
LY, 2012, kidney, 0, num, deceased
LY, 2012, liver, 0, num, deceased
LY, 2012, pancreas, 0, num, deceased
LY, 2012, heart, 0, num, deceased
LY, 2012, lung, 0, num, deceased
LY, 2012, heart/lung, -, num, deceased
LY, 2012, kidney, 0, pmp, deceased
LY, 2012, liver, 0, pmp, deceased
LY, 2012, pancreas, 0, pmp, deceased
LY, 2012, heart, 0, pmp, deceased
LY, 2012, lung, 0, pmp, deceased
LY, 2012, heart/lung, -, pmp, deceased
LY, 2012, kidney, 0, num, living
LY, 2012, liver, 0, num, living
LY, 2012, pancreas, -, num, living
LY, 2012, heart, -, num, living
LY, 2012, lung, -, num, living
LY, 2012, heart/lung, -, num, living
LY, 2012, kidney, 0, pmp, living
LY, 2012, liver, 0, pmp, living
LY, 2012, pancreas, -, pmp, living
LY, 2012, heart, -, pmp, living
LY, 2012, lung, -, pmp, living
LY, 2012, heart/lung, -, pmp, living
LY, 2012, kidney, 0, num, deceased
LY, 2012, liver, 0, num, deceased
LY, 2012, pancreas, 0, num, deceased
LY, 2012, heart, 0, num, deceased
LY, 2012, lung, 0, num, deceased
LY, 2012, heart/lung, -, num, deceased
LY, 2012, kidney, 0, pmp, deceased
LY, 2012, liver, 0, pmp, deceased
LY, 2012, pancreas, 0, pmp, deceased
LY, 2012, heart, 0, pmp, deceased
LY, 2012, lung, 0, pmp, deceased
LY, 2012, heart/lung, -, pmp, deceased
LY, 2012, kidney, 0, num, living
LY, 2012, liver, 0, num, living
LY, 2012, pancreas, -, num, living
LY, 2012, heart, -, num, living
LY, 2012, lung, -, num, living
LY, 2012, heart/lung, -, num, living
LY, 2012, kidney, 0, pmp, living
LY, 2012, liver, 0, pmp, living
LY, 2012, pancreas, -, pmp, living
LY, 2012, heart, -, pmp, living
LY, 2012, lung, -, pmp, living
LY, 2012, heart/lung, -, pmp, living
LY, 2008, kidney, 0, num, deceased
LY, 2008, liver, 0, num, deceased
LY, 2008, pancreas, 0, num, deceased
LY, 2008, heart, 0, num, deceased
LY, 2008, lung, 0, num, deceased
LY, 2008, heart/lung, -, num, deceased
LY, 2008, kidney, 0, pmp, deceased
LY, 2008, liver, 0, pmp, deceased
LY, 2008, pancreas, 0, pmp, deceased
LY, 2008, heart, 0, pmp, deceased
LY, 2008, lung, 0, pmp, deceased
LY, 2008, heart/lung, -, pmp, deceased
LY, 2008, kidney, 52, num, living
LY, 2008, liver, 5, num, living
LY, 2008, pancreas, -, num, living
LY, 2008, heart, -, num, living
LY, 2008, lung, -, num, living
LY, 2008, heart/lung, -, num, living
LY, 2008, kidney, 10, pmp, living
LY, 2008, liver, 1, pmp, living
LY, 2008, pancreas, -, pmp, living
LY, 2008, heart, -, pmp, living
LY, 2008, lung, -, pmp, living
LY, 2008, heart/lung, -, pmp, living
LY, 2009, kidney, 0, num, deceased
LY, 2009, liver, 0, num, deceased
LY, 2009, pancreas, 0, num, deceased
LY, 2009, heart, 0, num, deceased
LY, 2009, lung, 0, num, deceased
LY, 2009, heart/lung, -, num, deceased
LY, 2009, kidney, 0, pmp, deceased
LY, 2009, liver, 0, pmp, deceased
LY, 2009, pancreas, 0, pmp, deceased
LY, 2009, heart, 0, pmp, deceased
LY, 2009, lung, 0, pmp, deceased
LY, 2009, heart/lung, -, pmp, deceased
LY, 2009, kidney, 56, num, living
LY, 2009, liver, 0, num, living
LY, 2009, pancreas, -, num, living
LY, 2009, heart, -, num, living
LY, 2009, lung, -, num, living
LY, 2009, heart/lung, -, num, living
LY, 2009, kidney, 11, pmp, living
LY, 2009, liver, 0, pmp, living
LY, 2009, pancreas, -, pmp, living
LY, 2009, heart, -, pmp, living
LY, 2009, lung, -, pmp, living
LY, 2009, heart/lung, -, pmp, living
LY, 2012, kidney, 0, num, deceased
LY, 2012, liver, 0, num, deceased
LY, 2012, pancreas, 0, num, deceased
LY, 2012, heart, 0, num, deceased
LY, 2012, lung, 0, num, deceased
LY, 2012, heart/lung, -, num, deceased
LY, 2012, kidney, 0, pmp, deceased
LY, 2012, liver, 0, pmp, deceased
LY, 2012, pancreas, 0, pmp, deceased
LY, 2012, heart, 0, pmp, deceased
LY, 2012, lung, 0, pmp, deceased
LY, 2012, heart/lung, -, pmp, deceased
LY, 2012, kidney, 0, num, living
LY, 2012, liver, 0, num, living
LY, 2012, pancreas, -, num, living
LY, 2012, heart, -, num, living
LY, 2012, lung, -, num, living
LY, 2012, heart/lung, -, num, living
LY, 2012, kidney, 0, pmp, living
LY, 2012, liver, 0, pmp, living
LY, 2012, pancreas, -, pmp, living
LY, 2012, heart, -, pmp, living
LY, 2012, lung, -, pmp, living
LY, 2012, heart/lung, -, pmp, living
LY, 2012, kidney, 0, num, deceased
LY, 2012, liver, 0, num, deceased
LY, 2012, pancreas, 0, num, deceased
LY, 2012, heart, 0, num, deceased
LY, 2012, lung, 0, num, deceased
LY, 2012, heart/lung, -, num, deceased
LY, 2012, kidney, 0, pmp, deceased
LY, 2012, liver, 0, pmp, deceased
LY, 2012, pancreas, 0, pmp, deceased
LY, 2012, heart, 0, pmp, deceased
LY, 2012, lung, 0, pmp, deceased
LY, 2012, heart/lung, -, pmp, deceased
LY, 2012, kidney, 0, num, living
LY, 2012, liver, 0, num, living
LY, 2012, pancreas, -, num, living
LY, 2012, heart, -, num, living
LY, 2012, lung, -, num, living
LY, 2012, heart/lung, -, num, living
LY, 2012, kidney, 0, pmp, living
LY, 2012, liver, 0, pmp, living
LY, 2012, pancreas, -, pmp, living
LY, 2012, heart, -, pmp, living
LY, 2012, lung, -, pmp, living
LY, 2012, heart/lung, -, pmp, living
LY, 2012, kidney, 0, num, deceased
LY, 2012, liver, 0, num, deceased
LY, 2012, pancreas, 0, num, deceased
LY, 2012, heart, 0, num, deceased
LY, 2012, lung, 0, num, deceased
LY, 2012, heart/lung, -, num, deceased
LY, 2012, kidney, 0, pmp, deceased
LY, 2012, liver, 0, pmp, deceased
LY, 2012, pancreas, 0, pmp, deceased
LY, 2012, heart, 0, pmp, deceased
LY, 2012, lung, 0, pmp, deceased
LY, 2012, heart/lung, -, pmp, deceased
LY, 2012, kidney, 0, num, living
LY, 2012, liver, 0, num, living
LY, 2012, pancreas, -, num, living
LY, 2012, heart, -, num, living
LY, 2012, lung, -, num, living
LY, 2012, heart/lung, -, num, living
LY, 2012, kidney, 0, pmp, living
LY, 2012, liver, 0, pmp, living
LY, 2012, pancreas, -, pmp, living
LY, 2012, heart, -, pmp, living
LY, 2012, lung, -, pmp, living
LY, 2012, heart/lung, -, pmp, living
LY, 2012, kidney, 0, num, deceased
LY, 2012, liver, 0, num, deceased
LY, 2012, pancreas, 0, num, deceased
LY, 2012, heart, 0, num, deceased
LY, 2012, lung, 0, num, deceased
LY, 2012, heart/lung, -, num, deceased
LY, 2012, kidney, 0, pmp, deceased
LY, 2012, liver, 0, pmp, deceased
LY, 2012, pancreas, 0, pmp, deceased
LY, 2012, heart, 0, pmp, deceased
LY, 2012, lung, 0, pmp, deceased
LY, 2012, heart/lung, -, pmp, deceased
LY, 2012, kidney, 0, num, living
LY, 2012, liver, 0, num, living
LY, 2012, pancreas, -, num, living
LY, 2012, heart, -, num, living
LY, 2012, lung, -, num, living
LY, 2012, heart/lung, -, num, living
LY, 2012, kidney, 0, pmp, living
LY, 2012, liver, 0, pmp, living
LY, 2012, pancreas, -, pmp, living
LY, 2012, heart, -, pmp, living
LY, 2012, lung, -, pmp, living
LY, 2012, heart/lung, -, pmp, living
LY, 2012, kidney, 0, num, deceased
LY, 2012, liver, 0, num, deceased
LY, 2012, pancreas, 0, num, deceased
LY, 2012, heart, 0, num, deceased
LY, 2012, lung, 0, num, deceased
LY, 2012, heart/lung, -, num, deceased
LY, 2012, kidney, 0, pmp, deceased
LY, 2012, liver, 0, pmp, deceased
LY, 2012, pancreas, 0, pmp, deceased
LY, 2012, heart, 0, pmp, deceased
LY, 2012, lung, 0, pmp, deceased
LY, 2012, heart/lung, -, pmp, deceased
LY, 2012, kidney, 0, num, living
LY, 2012, liver, 0, num, living
LY, 2012, pancreas, -, num, living
LY, 2012, heart, -, num, living
LY, 2012, lung, -, num, living
LY, 2012, heart/lung, -, num, living
LY, 2012, kidney, 0, pmp, living
LY, 2012, liver, 0, pmp, living
LY, 2012, pancreas, -, pmp, living
LY, 2012, heart, -, pmp, living
LY, 2012, lung, -, pmp, living
LY, 2012, heart/lung, -, pmp, living
LY, 2012, kidney, 0, num, deceased
LY, 2012, liver, 0, num, deceased
