CA, 1993, kidney, 0, num, deceased
CN, 2017, kidney, 0, num, living
CN, 2017, liver, 0, num, living
CN, 2017, pancreas, -, num, living
CN, 2017, heart, -, num, living
CN, 2017, lung, -, num, living
CN, 2017, heart/lung, -, num, living
CN, 2017, kidney, 0, pmp, living
CN, 2017, liver, 0, pmp, living
CN, 2017, pancreas, -, pmp, living
CN, 2017, heart, -, pmp, living
CN, 2017, lung, -, pmp, living
CN, 2017, heart/lung, -, pmp, living
CN, 2017, kidney, 0, num, deceased
CN, 2017, liver, 0, num, deceased
CN, 2017, pancreas, 0, num, deceased
CN, 2017, heart, 0, num, deceased
CN, 2017, lung, 0, num, deceased
CN, 2017, heart/lung, -, num, deceased
CN, 2017, kidney, 0, pmp, deceased
CN, 2017, liver, 0, pmp, deceased
CN, 2017, pancreas, 0, pmp, deceased
CN, 2017, heart, 0, pmp, deceased
CN, 2017, lung, 0, pmp, deceased
CN, 2017, heart/lung, -, pmp, deceased
CN, 2017, kidney, 0, num, living
CN, 2017, liver, 0, num, living
CN, 2017, pancreas, -, num, living
CN, 2017, heart, -, num, living
CN, 2017, lung, -, num, living
CN, 2017, heart/lung, -, num, living
CN, 2017, kidney, 0, pmp, living
CN, 2017, liver, 0, pmp, living
CN, 2017, pancreas, -, pmp, living
CN, 2017, heart, -, pmp, living
CN, 2017, lung, -, pmp, living
CN, 2017, heart/lung, -, pmp, living
CN, 2017, kidney, 0, num, deceased
CN, 2017, liver, 0, num, deceased
CN, 2017, pancreas, 0, num, deceased
CN, 2017, heart, 0, num, deceased
CN, 2017, lung, 0, num, deceased
CN, 2017, heart/lung, -, num, deceased
CN, 2017, kidney, 0, pmp, deceased
CN, 2017, liver, 0, pmp, deceased
CN, 2017, pancreas, 0, pmp, deceased
CN, 2017, heart, 0, pmp, deceased
CN, 2017, lung, 0, pmp, deceased
CN, 2017, heart/lung, -, pmp, deceased
CN, 2017, kidney, 0, num, living
CN, 2017, liver, 0, num, living
CN, 2017, pancreas, -, num, living
CN, 2017, heart, -, num, living
CN, 2017, lung, -, num, living
CN, 2017, heart/lung, -, num, living
CN, 2017, kidney, 0, pmp, living
CN, 2017, liver, 0, pmp, living
CN, 2017, pancreas, -, pmp, living
CN, 2017, heart, -, pmp, living
CN, 2017, lung, -, pmp, living
CN, 2017, heart/lung, -, pmp, living
CN, 2017, kidney, 0, num, deceased
CN, 2017, liver, 0, num, deceased
CN, 2017, pancreas, 0, num, deceased
CN, 2017, heart, 0, num, deceased
CN, 2017, lung, 0, num, deceased
CN, 2017, heart/lung, -, num, deceased
CN, 2017, kidney, 0, pmp, deceased
CN, 2017, liver, 0, pmp, deceased
CN, 2017, pancreas, 0, pmp, deceased
CN, 2017, heart, 0, pmp, deceased
CN, 2017, lung, 0, pmp, deceased
CN, 2017, heart/lung, -, pmp, deceased
CN, 2017, kidney, 0, num, living
CN, 2017, liver, 0, num, living
CN, 2017, pancreas, -, num, living
CN, 2017, heart, -, num, living
CN, 2017, lung, -, num, living
CN, 2017, heart/lung, -, num, living
CN, 2017, kidney, 0, pmp, living
CN, 2017, liver, 0, pmp, living
CN, 2017, pancreas, -, pmp, living
CN, 2017, heart, -, pmp, living
CN, 2017, lung, -, pmp, living
CN, 2017, heart/lung, -, pmp, living
CN, 2017, kidney, 0, num, deceased
CN, 2017, liver, 0, num, deceased
CN, 2017, pancreas, 0, num, deceased
CN, 2017, heart, 0, num, deceased
CN, 2017, lung, 0, num, deceased
CN, 2017, heart/lung, -, num, deceased
CN, 2017, kidney, 0, pmp, deceased
CN, 2017, liver, 0, pmp, deceased
CN, 2017, pancreas, 0, pmp, deceased
CN, 2017, heart, 0, pmp, deceased
CN, 2017, lung, 0, pmp, deceased
CN, 2017, heart/lung, -, pmp, deceased
CN, 2017, kidney, 0, num, living
CN, 2017, liver, 0, num, living
CN, 2017, pancreas, -, num, living
CN, 2017, heart, -, num, living
CN, 2017, lung, -, num, living
CN, 2017, heart/lung, -, num, living
CN, 2017, kidney, 0, pmp, living
CN, 2017, liver, 0, pmp, living
CN, 2017, pancreas, -, pmp, living
CN, 2017, heart, -, pmp, living
CN, 2017, lung, -, pmp, living
CN, 2017, heart/lung, -, pmp, living
CN, 2017, kidney, 0, num, deceased
CN, 2017, liver, 0, num, deceased
CN, 2017, pancreas, 0, num, deceased
CN, 2017, heart, 0, num, deceased
CN, 2017, lung, 0, num, deceased
CN, 2017, heart/lung, -, num, deceased
CN, 2017, kidney, 0, pmp, deceased
CN, 2017, liver, 0, pmp, deceased
CN, 2017, pancreas, 0, pmp, deceased
CN, 2017, heart, 0, pmp, deceased
CN, 2017, lung, 0, pmp, deceased
CN, 2017, heart/lung, -, pmp, deceased
CN, 2017, kidney, 0, num, living
CN, 2017, liver, 0, num, living
CN, 2017, pancreas, -, num, living
CN, 2017, heart, -, num, living
CN, 2017, lung, -, num, living
CN, 2017, heart/lung, -, num, living
CN, 2017, kidney, 0, pmp, living
CN, 2017, liver, 0, pmp, living
CN, 2017, pancreas, -, pmp, living
CN, 2017, heart, -, pmp, living
CN, 2017, lung, -, pmp, living
CN, 2017, heart/lung, -, pmp, living
CN, 2017, kidney, 0, num, deceased
CN, 2017, liver, 0, num, deceased
CN, 2017, pancreas, 0, num, deceased
CN, 2017, heart, 0, num, deceased
CN, 2017, lung, 0, num, deceased
CN, 2017, heart/lung, -, num, deceased
CN, 2017, kidney, 0, pmp, deceased
CN, 2017, liver, 0, pmp, deceased
CN, 2017, pancreas, 0, pmp, deceased
CN, 2017, heart, 0, pmp, deceased
CN, 2017, lung, 0, pmp, deceased
CN, 2017, heart/lung, -, pmp, deceased
CN, 2017, kidney, 0, num, living
CN, 2017, liver, 0, num, living
CN, 2017, pancreas, -, num, living
CN, 2017, heart, -, num, living
CN, 2017, lung, -, num, living
CN, 2017, heart/lung, -, num, living
CN, 2017, kidney, 0, pmp, living
CN, 2017, liver, 0, pmp, living
CN, 2017, pancreas, -, pmp, living
CN, 2017, heart, -, pmp, living
CN, 2017, lung, -, pmp, living
CN, 2017, heart/lung, -, pmp, living
CN, 2017, kidney, 0, num, deceased
CN, 2017, liver, 0, num, deceased
CN, 2017, pancreas, 0, num, deceased
CN, 2017, heart, 0, num, deceased
CN, 2017, lung, 0, num, deceased
CN, 2017, heart/lung, -, num, deceased
CN, 2017, kidney, 0, pmp, deceased
CN, 2017, liver, 0, pmp, deceased
CN, 2017, pancreas, 0, pmp, deceased
CN, 2017, heart, 0, pmp, deceased
CN, 2017, lung, 0, pmp, deceased
CN, 2017, heart/lung, -, pmp, deceased
CN, 2017, kidney, 0, num, living
CN, 2017, liver, 0, num, living
CN, 2017, pancreas, -, num, living
CN, 2017, heart, -, num, living
CN, 2017, lung, -, num, living
CN, 2017, heart/lung, -, num, living
CN, 2017, kidney, 0, pmp, living
CN, 2017, liver, 0, pmp, living
CN, 2017, pancreas, -, pmp, living
CN, 2017, heart, -, pmp, living
CN, 2017, lung, -, pmp, living
CN, 2017, heart/lung, -, pmp, living
CN, 2017, kidney, 0, num, deceased
CN, 2017, liver, 0, num, deceased
CN, 2017, pancreas, 0, num, deceased
CN, 2017, heart, 0, num, deceased
CN, 2017, lung, 0, num, deceased
CN, 2017, heart/lung, -, num, deceased
CN, 2017, kidney, 0, pmp, deceased
CN, 2017, liver, 0, pmp, deceased
CN, 2017, pancreas, 0, pmp, deceased
CN, 2017, heart, 0, pmp, deceased
CN, 2017, lung, 0, pmp, deceased
CN, 2017, heart/lung, -, pmp, deceased
CN, 2017, kidney, 0, num, living
CN, 2017, liver, 0, num, living
CN, 2017, pancreas, -, num, living
CN, 2017, heart, -, num, living
CN, 2017, lung, -, num, living
CN, 2017, heart/lung, -, num, living
CN, 2017, kidney, 0, pmp, living
CN, 2017, liver, 0, pmp, living
CN, 2017, pancreas, -, pmp, living
CN, 2017, heart, -, pmp, living
CN, 2017, lung, -, pmp, living
CN, 2017, heart/lung, -, pmp, living
CN, 2017, kidney, 0, num, deceased
CN, 2017, liver, 0, num, deceased
CN, 2017, pancreas, 0, num, deceased
CN, 2017, heart, 0, num, deceased
CN, 2017, lung, 0, num, deceased
CN, 2017, heart/lung, -, num, deceased
CN, 2017, kidney, 0, pmp, deceased
CN, 2017, liver, 0, pmp, deceased
CN, 2017, pancreas, 0, pmp, deceased
CN, 2017, heart, 0, pmp, deceased
CN, 2017, lung, 0, pmp, deceased
CN, 2017, heart/lung, -, pmp, deceased
CN, 2017, kidney, 0, num, living
CN, 2017, liver, 0, num, living
CN, 2017, pancreas, -, num, living
CN, 2017, heart, -, num, living
CN, 2017, lung, -, num, living
CN, 2017, heart/lung, -, num, living
CN, 2017, kidney, 0, pmp, living
CN, 2017, liver, 0, pmp, living
CN, 2017, pancreas, -, pmp, living
CN, 2017, heart, -, pmp, living
CN, 2017, lung, -, pmp, living
CN, 2017, heart/lung, -, pmp, living
CN, 2017, kidney, 0, num, deceased
CN, 2017, liver, 0, num, deceased
CN, 2017, pancreas, 0, num, deceased
CN, 2017, heart, 0, num, deceased
CN, 2017, lung, 0, num, deceased
CN, 2017, heart/lung, -, num, deceased
CN, 2017, kidney, 0, pmp, deceased
CN, 2017, liver, 0, pmp, deceased
CN, 2017, pancreas, 0, pmp, deceased
CN, 2017, heart, 0, pmp, deceased
CN, 2017, lung, 0, pmp, deceased
CN, 2017, heart/lung, -, pmp, deceased
CN, 2017, kidney, 0, num, living
CN, 2017, liver, 0, num, living
CN, 2017, pancreas, -, num, living
CN, 2017, heart, -, num, living
CN, 2017, lung, -, num, living
CN, 2017, heart/lung, -, num, living
CN, 2017, kidney, 0, pmp, living
CN, 2017, liver, 0, pmp, living
CN, 2017, pancreas, -, pmp, living
CN, 2017, heart, -, pmp, living
CN, 2017, lung, -, pmp, living
CN, 2017, heart/lung, -, pmp, living
CN, 2017, kidney, 0, num, deceased
CN, 2017, liver, 0, num, deceased
CN, 2017, pancreas, 0, num, deceased
CN, 2017, heart, 0, num, deceased
CN, 2017, lung, 0, num, deceased
CN, 2017, heart/lung, -, num, deceased
CN, 2017, kidney, 0, pmp, deceased
CN, 2017, liver, 0, pmp, deceased
CN, 2017, pancreas, 0, pmp, deceased
CN, 2017, heart, 0, pmp, deceased
CN, 2017, lung, 0, pmp, deceased
CN, 2017, heart/lung, -, pmp, deceased
CN, 2017, kidney, 0, num, living
CN, 2017, liver, 0, num, living
CN, 2017, pancreas, -, num, living
CN, 2017, heart, -, num, living
CN, 2017, lung, -, num, living
CN, 2017, heart/lung, -, num, living
CN, 2017, kidney, 0, pmp, living
CN, 2017, liver, 0, pmp, living
CN, 2017, pancreas, -, pmp, living
CN, 2017, heart, -, pmp, living
CN, 2017, lung, -, pmp, living
CN, 2017, heart/lung, -, pmp, living
CN, 2017, kidney, 0, num, deceased
CN, 2017, liver, 0, num, deceased
CN, 2017, pancreas, 0, num, deceased
CN, 2017, heart, 0, num, deceased
CN, 2017, lung, 0, num, deceased
CN, 2017, heart/lung, -, num, deceased
CN, 2017, kidney, 0, pmp, deceased
CN, 2017, liver, 0, pmp, deceased
CN, 2017, pancreas, 0, pmp, deceased
CN, 2017, heart, 0, pmp, deceased
CN, 2017, lung, 0, pmp, deceased
CN, 2017, heart/lung, -, pmp, deceased
CN, 2017, kidney, 0, num, living
CN, 2017, liver, 0, num, living
CN, 2017, pancreas, -, num, living
CN, 2017, heart, -, num, living
CN, 2017, lung, -, num, living
CN, 2017, heart/lung, -, num, living
CN, 2017, kidney, 0, pmp, living
CN, 2017, liver, 0, pmp, living
CN, 2017, pancreas, -, pmp, living
CN, 2017, heart, -, pmp, living
CN, 2017, lung, -, pmp, living
CN, 2017, heart/lung, -, pmp, living
CN, 2017, kidney, 0, num, deceased
CN, 2017, liver, 0, num, deceased
CN, 2017, pancreas, 0, num, deceased
CN, 2017, heart, 0, num, deceased
CN, 2017, lung, 0, num, deceased
CN, 2017, heart/lung, -, num, deceased
CN, 2017, kidney, 0, pmp, deceased
CN, 2017, liver, 0, pmp, deceased
CN, 2017, pancreas, 0, pmp, deceased
CN, 2017, heart, 0, pmp, deceased
CN, 2017, lung, 0, pmp, deceased
CN, 2017, heart/lung, -, pmp, deceased
CN, 2017, kidney, 0, num, living
CN, 2017, liver, 0, num, living
CN, 2017, pancreas, -, num, living
CN, 2017, heart, -, num, living
CN, 2017, lung, -, num, living
CN, 2017, heart/lung, -, num, living
CN, 2017, kidney, 0, pmp, living
CN, 2017, liver, 0, pmp, living
CN, 2017, pancreas, -, pmp, living
CN, 2017, heart, -, pmp, living
CN, 2017, lung, -, pmp, living
CN, 2017, heart/lung, -, pmp, living
CN, 2017, kidney, 0, num, deceased
CN, 2017, liver, 0, num, deceased
CN, 2017, pancreas, 0, num, deceased
CN, 2017, heart, 0, num, deceased
CN, 2017, lung, 0, num, deceased
CN, 2017, heart/lung, -, num, deceased
CN, 2017, kidney, 0, pmp, deceased
CN, 2017, liver, 0, pmp, deceased
CN, 2017, pancreas, 0, pmp, deceased
CN, 2017, heart, 0, pmp, deceased
CN, 2017, lung, 0, pmp, deceased
CN, 2017, heart/lung, -, pmp, deceased
CN, 2017, kidney, 0, num, living
CN, 2017, liver, 0, num, living
CN, 2017, pancreas, -, num, living
CN, 2017, heart, -, num, living
CN, 2017, lung, -, num, living
CN, 2017, heart/lung, -, num, living
CN, 2017, kidney, 0, pmp, living
CN, 2017, liver, 0, pmp, living
CN, 2017, pancreas, -, pmp, living
CN, 2017, heart, -, pmp, living
CN, 2017, lung, -, pmp, living
CN, 2017, heart/lung, -, pmp, living
CN, 2017, kidney, 0, num, deceased
CN, 2017, liver, 0, num, deceased
CN, 2017, pancreas, 0, num, deceased
CN, 2017, heart, 0, num, deceased
CN, 2017, lung, 0, num, deceased
CN, 2017, heart/lung, -, num, deceased
CN, 2017, kidney, 0, pmp, deceased
CN, 2017, liver, 0, pmp, deceased
CN, 2017, pancreas, 0, pmp, deceased
CN, 2017, heart, 0, pmp, deceased
CN, 2017, lung, 0, pmp, deceased
CN, 2017, heart/lung, -, pmp, deceased
CN, 2017, kidney, 0, num, living
CN, 2017, liver, 0, num, living
CN, 2017, pancreas, -, num, living
CN, 2017, heart, -, num, living
CN, 2017, lung, -, num, living
CN, 2017, heart/lung, -, num, living
CN, 2017, kidney, 0, pmp, living
CN, 2017, liver, 0, pmp, living
CN, 2017, pancreas, -, pmp, living
CN, 2017, heart, -, pmp, living
CN, 2017, lung, -, pmp, living
CN, 2017, heart/lung, -, pmp, living
CN, 2017, kidney, 0, num, deceased
CN, 2017, liver, 0, num, deceased
CN, 2017, pancreas, 0, num, deceased
CN, 2017, heart, 0, num, deceased
CN, 2017, lung, 0, num, deceased
CN, 2017, heart/lung, -, num, deceased
CN, 2017, kidney, 0, pmp, deceased
CN, 2017, liver, 0, pmp, deceased
CN, 2017, pancreas, 0, pmp, deceased
CN, 2017, heart, 0, pmp, deceased
CN, 2017, lung, 0, pmp, deceased
CN, 2017, heart/lung, -, pmp, deceased
CN, 2017, kidney, 0, num, living
CN, 2017, liver, 0, num, living
CN, 2017, pancreas, -, num, living
CN, 2017, heart, -, num, living
CN, 2017, lung, -, num, living
CN, 2017, heart/lung, -, num, living
CN, 2017, kidney, 0, pmp, living
CN, 2017, liver, 0, pmp, living
CN, 2017, pancreas, -, pmp, living
CN, 2017, heart, -, pmp, living
CN, 2017, lung, -, pmp, living
CN, 2017, heart/lung, -, pmp, living
CN, 2017, kidney, 0, num, deceased
CN, 2017, liver, 0, num, deceased
CN, 2017, pancreas, 0, num, deceased
CN, 2017, heart, 0, num, deceased
CN, 2017, lung, 0, num, deceased
CN, 2017, heart/lung, -, num, deceased
CN, 2017, kidney, 0, pmp, deceased
CN, 2017, liver, 0, pmp, deceased
CN, 2017, pancreas, 0, pmp, deceased
CN, 2017, heart, 0, pmp, deceased
CN, 2017, lung, 0, pmp, deceased
CN, 2017, heart/lung, -, pmp, deceased
CN, 2017, kidney, 0, num, living
CN, 2017, liver, 0, num, living
CN, 2017, pancreas, -, num, living
CN, 2017, heart, -, num, living
CN, 2017, lung, -, num, living
CN, 2017, heart/lung, -, num, living
CN, 2017, kidney, 0, pmp, living
CN, 2017, liver, 0, pmp, living
CN, 2017, pancreas, -, pmp, living
CN, 2017, heart, -, pmp, living
CN, 2017, lung, -, pmp, living
CN, 2017, heart/lung, -, pmp, living
CN, 2017, kidney, 0, num, deceased
CN, 2017, liver, 0, num, deceased
CN, 2017, pancreas, 0, num, deceased
CN, 2017, heart, 0, num, deceased
CN, 2017, lung, 0, num, deceased
CN, 2017, heart/lung, -, num, deceased
CN, 2017, kidney, 0, pmp, deceased
CN, 2017, liver, 0, pmp, deceased
CN, 2017, pancreas, 0, pmp, deceased
CN, 2017, heart, 0, pmp, deceased
CN, 2017, lung, 0, pmp, deceased
CN, 2017, heart/lung, -, pmp, deceased
CN, 2017, kidney, 0, num, living
CN, 2017, liver, 0, num, living
CN, 2017, pancreas, -, num, living
CN, 2017, heart, -, num, living
CN, 2017, lung, -, num, living
CN, 2017, heart/lung, -, num, living
CN, 2017, kidney, 0, pmp, living
CN, 2017, liver, 0, pmp, living
CN, 2017, pancreas, -, pmp, living
CN, 2017, heart, -, pmp, living
CN, 2017, lung, -, pmp, living
CN, 2017, heart/lung, -, pmp, living
CN, 2017, kidney, 0, num, deceased
CN, 2017, liver, 0, num, deceased
CN, 2017, pancreas, 0, num, deceased
CN, 2017, heart, 0, num, deceased
CN, 2017, lung, 0, num, deceased
CN, 2017, heart/lung, -, num, deceased
CN, 2017, kidney, 0, pmp, deceased
CN, 2017, liver, 0, pmp, deceased
CN, 2017, pancreas, 0, pmp, deceased
CN, 2017, heart, 0, pmp, deceased
CN, 2017, lung, 0, pmp, deceased
CN, 2017, heart/lung, -, pmp, deceased
CN, 2017, kidney, 0, num, living
CN, 2017, liver, 0, num, living
CN, 2017, pancreas, -, num, living
CN, 2017, heart, -, num, living
CN, 2017, lung, -, num, living
CN, 2017, heart/lung, -, num, living
CN, 2017, kidney, 0, pmp, living
CN, 2017, liver, 0, pmp, living
CN, 2017, pancreas, -, pmp, living
CN, 2017, heart, -, pmp, living
CN, 2017, lung, -, pmp, living
CN, 2017, heart/lung, -, pmp, living
CN, 2014, kidney, 0, num, deceased
CN, 2014, liver, 0, num, deceased
CN, 2014, pancreas, 0, num, deceased
CN, 2014, heart, 0, num, deceased
CN, 2014, lung, 0, num, deceased
CN, 2014, heart/lung, -, num, deceased
CN, 2014, kidney, 0, pmp, deceased
CN, 2014, liver, 0, pmp, deceased
CN, 2014, pancreas, 0, pmp, deceased
CN, 2014, heart, 0, pmp, deceased
CN, 2014, lung, 0, pmp, deceased
CN, 2014, heart/lung, -, pmp, deceased
CN, 2014, kidney, 0, num, living
CN, 2014, liver, 0, num, living
CN, 2014, pancreas, -, num, living
CN, 2014, heart, -, num, living
CN, 2014, lung, -, num, living
CN, 2014, heart/lung, -, num, living
CN, 2014, kidney, 0, pmp, living
CN, 2014, liver, 0, pmp, living
CN, 2014, pancreas, -, pmp, living
CN, 2014, heart, -, pmp, living
CN, 2014, lung, -, pmp, living
CN, 2014, heart/lung, -, pmp, living
CN, 2015, kidney, 0, num, deceased
CN, 2015, liver, 0, num, deceased
CN, 2015, pancreas, 0, num, deceased
CN, 2015, heart, 0, num, deceased
CN, 2015, lung, 0, num, deceased
CN, 2015, heart/lung, -, num, deceased
CN, 2015, kidney, 0, pmp, deceased
CN, 2015, liver, 0, pmp, deceased
CN, 2015, pancreas, 0, pmp, deceased
CN, 2015, heart, 0, pmp, deceased
CN, 2015, lung, 0, pmp, deceased
CN, 2015, heart/lung, -, pmp, deceased
CN, 2015, kidney, 0, num, living
CN, 2015, liver, 0, num, living
CN, 2015, pancreas, -, num, living
CN, 2015, heart, -, num, living
CN, 2015, lung, -, num, living
CN, 2015, heart/lung, -, num, living
CN, 2015, kidney, 0, pmp, living
CN, 2015, liver, 0, pmp, living
CN, 2015, pancreas, -, pmp, living
CN, 2015, heart, -, pmp, living
CN, 2015, lung, -, pmp, living
CN, 2015, heart/lung, -, pmp, living
CN, 2016, kidney, 0, num, deceased
CN, 2016, liver, 0, num, deceased
CN, 2016, pancreas, 0, num, deceased
CN, 2016, heart, 0, num, deceased
CN, 2016, lung, 0, num, deceased
CN, 2016, heart/lung, -, num, deceased
CN, 2016, kidney, 0, pmp, deceased
CN, 2016, liver, 0, pmp, deceased
CN, 2016, pancreas, 0, pmp, deceased
CN, 2016, heart, 0, pmp, deceased
CN, 2016, lung, 0, pmp, deceased
CN, 2016, heart/lung, -, pmp, deceased
CN, 2016, kidney, 0, num, living
CN, 2016, liver, 0, num, living
CN, 2016, pancreas, -, num, living
CN, 2016, heart, -, num, living
CN, 2016, lung, -, num, living
CN, 2016, heart/lung, -, num, living
CN, 2016, kidney, 0, pmp, living
CN, 2016, liver, 0, pmp, living
CN, 2016, pancreas, -, pmp, living
CN, 2016, heart, -, pmp, living
CN, 2016, lung, -, pmp, living
CN, 2016, heart/lung, -, pmp, living
CN, 2017, kidney, 0, num, deceased
CN, 2017, liver, 0, num, deceased
CN, 2017, pancreas, 0, num, deceased
CN, 2017, heart, 0, num, deceased
CN, 2017, lung, 0, num, deceased
CN, 2017, heart/lung, -, num, deceased
CN, 2017, kidney, 0, pmp, deceased
CN, 2017, liver, 0, pmp, deceased
CN, 2017, pancreas, 0, pmp, deceased
CN, 2017, heart, 0, pmp, deceased
CN, 2017, lung, 0, pmp, deceased
CN, 2017, heart/lung, -, pmp, deceased
CN, 2017, kidney, 0, num, living
CN, 2017, liver, 0, num, living
CN, 2017, pancreas, -, num, living
CN, 2017, heart, -, num, living
CN, 2017, lung, -, num, living
CN, 2017, heart/lung, -, num, living
CN, 2017, kidney, 0, pmp, living
CN, 2017, liver, 0, pmp, living
CN, 2017, pancreas, -, pmp, living
CN, 2017, heart, -, pmp, living
CN, 2017, lung, -, pmp, living
CN, 2017, heart/lung, -, pmp, living
CN, 2017, kidney, 0, num, deceased
CN, 2017, liver, 0, num, deceased
CN, 2017, pancreas, 0, num, deceased
CN, 2017, heart, 0, num, deceased
CN, 2017, lung, 0, num, deceased
CN, 2017, heart/lung, -, num, deceased
CN, 2017, kidney, 0, pmp, deceased
CN, 2017, liver, 0, pmp, deceased
CN, 2017, pancreas, 0, pmp, deceased
CN, 2017, heart, 0, pmp, deceased
CN, 2017, lung, 0, pmp, deceased
CN, 2017, heart/lung, -, pmp, deceased
CN, 2017, kidney, 0, num, living
CN, 2017, liver, 0, num, living
CN, 2017, pancreas, -, num, living
CN, 2017, heart, -, num, living
CN, 2017, lung, -, num, living
CN, 2017, heart/lung, -, num, living
CN, 2017, kidney, 0, pmp, living
CN, 2017, liver, 0, pmp, living
CN, 2017, pancreas, -, pmp, living
CN, 2017, heart, -, pmp, living
CN, 2017, lung, -, pmp, living
CN, 2017, heart/lung, -, pmp, living
CO, 2017, kidney, 798, num, deceased
CO, 2017, liver, 243, num, deceased
CO, 2017, pancreas, 13, num, deceased
CO, 2017, heart, 75, num, deceased
CO, 2017, lung, 24, num, deceased
CO, 2017, heart/lung, -, num, deceased
CO, 2017, kidney, 16.25, pmp, deceased
CO, 2017, liver, 4.95, pmp, deceased
CO, 2017, pancreas, 0.26, pmp, deceased
CO, 2017, heart, 1.53, pmp, deceased
CO, 2017, lung, 0.49, pmp, deceased
CO, 2017, heart/lung, -, pmp, deceased
CO, 2017, kidney, 138, num, living
CO, 2017, liver, 39, num, living
CO, 2017, pancreas, -, num, living
CO, 2017, heart, -, num, living
CO, 2017, lung, -, num, living
CO, 2017, heart/lung, -, num, living
CO, 2017, kidney, 2.81, pmp, living
CO, 2017, liver, 0.79, pmp, living
CO, 2017, pancreas, -, pmp, living
CO, 2017, heart, -, pmp, living
CO, 2017, lung, -, pmp, living
CO, 2017, heart/lung, -, pmp, living
CO, 2017, kidney, 798, num, deceased
CO, 2017, liver, 243, num, deceased
CO, 2017, pancreas, 13, num, deceased
CO, 2017, heart, 75, num, deceased
CO, 2017, lung, 24, num, deceased
CO, 2017, heart/lung, -, num, deceased
CO, 2017, kidney, 16.25, pmp, deceased
CO, 2017, liver, 4.95, pmp, deceased
CO, 2017, pancreas, 0.26, pmp, deceased
CO, 2017, heart, 1.53, pmp, deceased
CO, 2017, lung, 0.49, pmp, deceased
CO, 2017, heart/lung, -, pmp, deceased
CO, 2017, kidney, 138, num, living
CO, 2017, liver, 39, num, living
CO, 2017, pancreas, -, num, living
CO, 2017, heart, -, num, living
CO, 2017, lung, -, num, living
CO, 2017, heart/lung, -, num, living
CO, 2017, kidney, 2.81, pmp, living
CO, 2017, liver, 0.79, pmp, living
CO, 2017, pancreas, -, pmp, living
CO, 2017, heart, -, pmp, living
CO, 2017, lung, -, pmp, living
CO, 2017, heart/lung, -, pmp, living
CO, 2017, kidney, 798, num, deceased
CO, 2017, liver, 243, num, deceased
CO, 2017, pancreas, 13, num, deceased
CO, 2017, heart, 75, num, deceased
CO, 2017, lung, 24, num, deceased
CO, 2017, heart/lung, -, num, deceased
CO, 2017, kidney, 16.25, pmp, deceased
CO, 2017, liver, 4.95, pmp, deceased
CO, 2017, pancreas, 0.26, pmp, deceased
CO, 2017, heart, 1.53, pmp, deceased
CO, 2017, lung, 0.49, pmp, deceased
CO, 2017, heart/lung, -, pmp, deceased
CO, 2017, kidney, 138, num, living
CO, 2017, liver, 39, num, living
CO, 2017, pancreas, -, num, living
CO, 2017, heart, -, num, living
CO, 2017, lung, -, num, living
CO, 2017, heart/lung, -, num, living
CO, 2017, kidney, 2.81, pmp, living
CO, 2017, liver, 0.79, pmp, living
CO, 2017, pancreas, -, pmp, living
CO, 2017, heart, -, pmp, living
CO, 2017, lung, -, pmp, living
CO, 2017, heart/lung, -, pmp, living
CO, 2017, kidney, 798, num, deceased
CO, 2017, liver, 243, num, deceased
CO, 2017, pancreas, 13, num, deceased
CO, 2017, heart, 75, num, deceased
CO, 2017, lung, 24, num, deceased
CO, 2017, heart/lung, -, num, deceased
CO, 2017, kidney, 16.25, pmp, deceased
CO, 2017, liver, 4.95, pmp, deceased
CO, 2017, pancreas, 0.26, pmp, deceased
CO, 2017, heart, 1.53, pmp, deceased
CO, 2017, lung, 0.49, pmp, deceased
CO, 2017, heart/lung, -, pmp, deceased
CO, 2017, kidney, 138, num, living
CO, 2017, liver, 39, num, living
CO, 2017, pancreas, -, num, living
CO, 2017, heart, -, num, living
CO, 2017, lung, -, num, living
CO, 2017, heart/lung, -, num, living
CO, 2017, kidney, 2.81, pmp, living
CO, 2017, liver, 0.79, pmp, living
CO, 2017, pancreas, -, pmp, living
CO, 2017, heart, -, pmp, living
CO, 2017, lung, -, pmp, living
CO, 2017, heart/lung, -, pmp, living
CO, 2017, kidney, 798, num, deceased
CO, 2017, liver, 243, num, deceased
CO, 2017, pancreas, 13, num, deceased
CO, 2017, heart, 75, num, deceased
CO, 2017, lung, 24, num, deceased
CO, 2017, heart/lung, -, num, deceased
CO, 2017, kidney, 16.25, pmp, deceased
CO, 2017, liver, 4.95, pmp, deceased
CO, 2017, pancreas, 0.26, pmp, deceased
CO, 2017, heart, 1.53, pmp, deceased
CO, 2017, lung, 0.49, pmp, deceased
CO, 2017, heart/lung, -, pmp, deceased
CO, 2017, kidney, 138, num, living
CO, 2017, liver, 39, num, living
CO, 2017, pancreas, -, num, living
CO, 2017, heart, -, num, living
CO, 2017, lung, -, num, living
CO, 2017, heart/lung, -, num, living
CO, 2017, kidney, 2.81, pmp, living
CO, 2017, liver, 0.79, pmp, living
CO, 2017, pancreas, -, pmp, living
CO, 2017, heart, -, pmp, living
CO, 2017, lung, -, pmp, living
CO, 2017, heart/lung, -, pmp, living
CO, 1998, kidney, 73, num, deceased
CO, 1998, liver, 34, num, deceased
CO, 1998, pancreas, 0, num, deceased
